"PLANT","DTSTART","DTEND","NDELAYCODE","DELAYCOMMENT","COILID1","DTSTORE"
1,"12.10.16 09:00","12.10.16 09:33",0,,,"12.10.16 09:38"
1,"02.11.16 13:22","02.11.16 13:28",0,,,"02.11.16 13:33"
3,"03.11.16 06:18","03.11.16 07:14",0,,,"03.11.16 07:19"
1,"03.11.16 05:52","03.11.16 06:07",0,,,"03.11.16 06:12"
2,"03.11.16 07:14","03.11.16 07:20",0,,,"03.11.16 07:25"
3,"07.11.16 09:39","07.11.16 14:58",0,,,"07.11.16 15:03"
2,"07.11.16 09:31","07.11.16 09:39",0,,,"07.11.16 09:44"
2,"07.11.16 14:58","07.11.16 15:19",0,,,"07.11.16 15:24"
3,"07.11.16 15:19","08.11.16 06:02",0,,,"08.11.16 06:07"
2,"08.11.16 06:02","08.11.16 06:08",0,,,"08.11.16 06:13"
3,"08.11.16 06:08","08.11.16 07:14",0,,,"08.11.16 07:19"
2,"08.11.16 07:14","08.11.16 07:21",0,,,"08.11.16 07:26"
3,"08.11.16 07:21","08.11.16 07:56",0,,,"08.11.16 08:01"
3,"12.12.16 06:52","12.12.16 08:11",0,,,"12.12.16 08:16"
3,"08.11.16 09:13","08.11.16 11:59",0,,,"08.11.16 12:04"
2,"12.12.16 08:54","12.12.16 09:13",0,,,"12.12.16 09:13"
2,"12.12.16 08:11","12.12.16 08:21",0,,,"12.12.16 08:21"
2,"12.12.16 11:05","12.12.16 11:18",0,,,"12.12.16 11:18"
2,"12.12.16 11:32","12.12.16 11:40",0,,,"12.12.16 11:40"
2,"12.12.16 11:41","12.12.16 13:30",0,,,"12.12.16 13:30"
2,"12.12.16 13:38","13.12.16 06:29",0,,,"13.12.16 06:29"
2,"13.12.16 06:58","13.12.16 13:01",0,,,"13.12.16 13:01"
2,"13.12.16 13:04","13.12.16 13:09",0,,,"13.12.16 13:09"
2,"13.12.16 13:10","13.12.16 13:17",0,,,"13.12.16 13:17"
2,"13.12.16 13:29","13.12.16 13:46",0,,,"13.12.16 13:46"
2,"13.12.16 13:48","14.12.16 08:37",0,,,"14.12.16 08:37"
2,"14.12.16 08:45","14.12.16 13:09",0,,,"14.12.16 13:09"
2,"14.12.16 13:20","20.12.16 07:12",0,,,"20.12.16 07:12"
2,"20.12.16 07:17","20.12.16 07:25",0,,,"20.12.16 07:25"
2,"20.12.16 07:59","20.12.16 10:51",0,,,"20.12.16 10:51"
2,"20.12.16 11:06","20.12.16 11:15",0,,,"20.12.16 11:15"
2,"20.12.16 11:17","20.12.16 11:24",0,,,"20.12.16 11:24"
2,"20.12.16 11:26","20.12.16 11:31",0,,,"20.12.16 11:31"
2,"20.12.16 11:47","20.12.16 11:54",0,,,"20.12.16 11:54"
2,"20.12.16 11:54","20.12.16 12:04",0,,,"20.12.16 12:04"
2,"20.12.16 12:05","20.12.16 12:13",0,,,"20.12.16 12:13"
2,"20.12.16 12:33","20.12.16 12:38",0,,,"20.12.16 12:38"
2,"20.12.16 13:08","20.12.16 13:13",0,,,"20.12.16 13:13"
2,"20.12.16 13:15","20.12.16 13:22",0,,,"20.12.16 13:22"
2,"20.12.16 13:49","20.12.16 13:55",0,,,"20.12.16 13:55"
2,"20.12.16 14:16","21.12.16 06:24",0,,,"21.12.16 06:24"
2,"21.12.16 06:27","21.12.16 12:49",0,,,"21.12.16 12:49"
2,"21.12.16 13:16","21.12.16 13:28",0,,,"21.12.16 13:28"
2,"21.12.16 13:34","21.12.16 13:59",0,,,"21.12.16 13:59"
2,"21.12.16 13:59","21.12.16 14:43",0,,,"21.12.16 14:43"
2,"21.12.16 14:55","21.12.16 15:18",0,,,"21.12.16 15:18"
2,"21.12.16 15:26","21.12.16 15:38",0,,,"21.12.16 15:38"
1,"21.12.16 15:39","21.12.16 15:40",0,,,"21.12.16 15:45"
3,"27.01.17 07:07","27.01.17 07:31",0,,,"27.01.17 07:36"
3,"21.12.16 15:40","04.01.17 06:00",0,,,"04.01.17 06:05"
2,"27.01.17 07:31","27.01.17 07:36",0,,,"27.01.17 07:36"
1,"27.01.17 07:39","27.01.17 07:40",0,,,"27.01.17 07:45"
1,"27.01.17 09:07","27.01.17 09:11",0,,,"27.01.17 09:16"
3,"27.01.17 07:40","27.01.17 09:07",0,,,"27.01.17 09:07"
3,"27.01.17 09:11","27.01.17 09:19",0,,,"27.01.17 09:19"
1,"27.01.17 10:13","27.01.17 10:15",0,,,"27.01.17 10:20"
1,"27.01.17 09:19","27.01.17 09:35",0,,,"27.01.17 09:40"
3,"27.01.17 10:15","27.01.17 10:41",0,,,"27.01.17 10:46"
3,"27.01.17 10:47","27.01.17 11:46",0,,,"27.01.17 11:46"
1,"27.01.17 11:46","27.01.17 11:52",0,,,"27.01.17 11:57"
3,"27.01.17 12:12","27.01.17 12:23",0,,,"27.01.17 12:23"
1,"27.01.17 12:01","27.01.17 12:12",0,,,"27.01.17 12:17"
1,"27.01.17 12:23","27.01.17 12:27",0,,,"27.01.17 12:32"
3,"27.01.17 12:27","27.01.17 12:40",0,,,"27.01.17 12:40"
1,"27.01.17 12:40","27.01.17 12:41",0,,,"27.01.17 12:46"
3,"27.01.17 12:41","06.02.17 07:30",0,,,"06.02.17 07:35"
2,"06.02.17 07:30","06.02.17 07:54",0,,,"06.02.17 07:54"
3,"06.02.17 08:42","06.02.17 08:51",0,,,"06.02.17 08:51"
2,"06.02.17 08:40","06.02.17 08:42",0,,,"06.02.17 08:47"
1,"06.02.17 08:51","06.02.17 08:59",0,,,"06.02.17 09:04"
1,"06.02.17 09:42","06.02.17 09:47",0,,,"06.02.17 09:52"
1,"06.02.17 13:41","06.02.17 13:43",0,,,"06.02.17 13:48"
3,"06.02.17 09:47","06.02.17 11:13",0,,,"06.02.17 11:13"
1,"06.02.17 11:13","06.02.17 11:18",0,,,"06.02.17 11:23"
1,"06.02.17 14:51","06.02.17 14:57",0,,,"06.02.17 15:02"
3,"06.02.17 13:43","06.02.17 13:50",0,,,"06.02.17 13:50"
1,"06.02.17 13:50","06.02.17 13:50",0,,,"06.02.17 13:55"
3,"06.02.17 15:12","07.02.17 05:52",0,,,"07.02.17 05:52"
1,"06.02.17 15:06","06.02.17 15:12",0,,,"06.02.17 15:17"
1,"07.02.17 06:10","07.02.17 06:15",0,,,"07.02.17 06:20"
1,"07.02.17 05:52","07.02.17 05:58",0,,,"07.02.17 06:03"
1,"07.02.17 07:52","07.02.17 07:54",0,,,"07.02.17 07:59"
2,"07.02.17 07:48","07.02.17 07:54",0,,,"07.02.17 07:54"
3,"07.02.17 07:54","07.02.17 08:22",0,,,"07.02.17 08:22"
3,"07.02.17 09:05","07.02.17 09:16",0,,,"07.02.17 09:16"
1,"07.02.17 08:22","07.02.17 08:32",0,,,"07.02.17 08:37"
1,"07.02.17 08:46","07.02.17 09:05",0,,,"07.02.17 09:10"
1,"07.02.17 09:16","07.02.17 09:17",0,,,"07.02.17 09:22"
2,"07.02.17 10:16","07.02.17 11:46",0,,,"07.02.17 11:51"
3,"07.02.17 09:17","07.02.17 10:16",0,,,"07.02.17 10:21"
2,"07.02.17 11:47","07.02.17 12:05",0,,,"07.02.17 12:05"
3,"07.02.17 11:46","07.02.17 11:47",0,,,"07.02.17 11:52"
2,"07.02.17 12:33","07.02.17 12:42",0,,,"07.02.17 12:42"
1,"07.02.17 13:39","07.02.17 13:40",0,,,"07.02.17 13:45"
1,"07.02.17 12:43","07.02.17 12:56",0,,,"07.02.17 13:01"
2,"07.02.17 13:11","07.02.17 13:17",0,,,"07.02.17 13:17"
2,"07.02.17 14:03","07.02.17 14:08",0,,,"07.02.17 14:13"
3,"07.02.17 13:40","07.02.17 14:03",0,,,"07.02.17 14:08"
1,"07.02.17 14:20","07.02.17 14:23",0,,,"07.02.17 14:28"
3,"07.02.17 14:08","07.02.17 14:20",0,,,"07.02.17 14:20"
3,"07.02.17 14:23","08.02.17 05:57",0,,,"08.02.17 05:57"
2,"08.02.17 06:08","08.02.17 06:10",0,,,"08.02.17 06:15"
1,"08.02.17 05:57","08.02.17 06:01",0,,,"08.02.17 06:06"
2,"08.02.17 06:38","08.02.17 06:38",0,,,"08.02.17 06:43"
3,"08.02.17 06:10","08.02.17 06:30",0,,,"08.02.17 06:30"
1,"08.02.17 06:30","08.02.17 06:31",0,,,"08.02.17 06:36"
1,"08.02.17 06:47","08.02.17 06:56",0,,,"08.02.17 07:01"
3,"08.02.17 06:38","08.02.17 06:47",0,,,"08.02.17 06:47"
2,"08.02.17 06:57","08.02.17 07:02",0,,,"08.02.17 07:07"
3,"08.02.17 06:56","08.02.17 06:57",0,,,"08.02.17 07:02"
1,"08.02.17 08:12","08.02.17 08:13",0,,,"08.02.17 08:18"
3,"08.02.17 07:02","08.02.17 07:08",0,,,"08.02.17 07:08"
1,"08.02.17 07:08","08.02.17 07:17",0,,,"08.02.17 07:22"
1,"08.02.17 08:02","08.02.17 08:02",0,,,"08.02.17 08:07"
3,"08.02.17 08:02","08.02.17 08:07",0,,,"08.02.17 08:12"
2,"08.02.17 08:07","08.02.17 08:13",0,,,"08.02.17 08:13"
3,"08.02.17 08:13","08.02.17 08:21",0,,,"08.02.17 08:21"
1,"08.02.17 08:21","08.02.17 08:28",0,,,"08.02.17 08:33"
2,"08.02.17 09:36","08.02.17 09:45",0,,,"08.02.17 09:50"
3,"08.02.17 08:28","08.02.17 09:36",0,,,"08.02.17 09:41"
2,"08.02.17 09:48","08.02.17 10:43",0,,,"08.02.17 10:43"
3,"08.02.17 09:45","08.02.17 09:48",0,,,"08.02.17 09:53"
2,"08.02.17 10:46","08.02.17 10:53",0,,,"08.02.17 10:53"
2,"08.02.17 11:05","08.02.17 11:06",0,,,"08.02.17 11:11"
1,"08.02.17 10:49","08.02.17 10:59",0,,,"08.02.17 11:04"
3,"08.02.17 12:07","08.02.17 12:16",0,,,"08.02.17 12:16"
3,"08.02.17 11:06","08.02.17 11:13",0,,,"08.02.17 11:13"
1,"08.02.17 11:13","08.02.17 11:20",0,,,"08.02.17 11:25"
1,"08.02.17 12:06","08.02.17 12:07",0,,,"08.02.17 12:12"
2,"08.02.17 12:16","08.02.17 12:18",0,,,"08.02.17 12:24"
1,"08.02.17 12:16","08.02.17 12:13",0,,,"08.02.17 12:18"
2,"08.02.17 14:50","08.02.17 14:54",0,,,"08.02.17 14:59"
3,"08.02.17 12:18","08.02.17 14:14",0,,,"08.02.17 14:13"
1,"08.02.17 14:14","08.02.17 14:18",0,,,"08.02.17 14:24"
1,"09.02.17 05:47","09.02.17 05:47",0,,,"09.02.17 05:52"
3,"08.02.17 14:54","09.02.17 05:47",0,,,"09.02.17 05:47"
3,"09.02.17 05:47","09.02.17 05:56",0,,,"09.02.17 05:56"
1,"09.02.17 05:56","09.02.17 06:09",0,,,"09.02.17 06:14"
3,"09.02.17 06:09","09.02.17 06:17",0,,,"09.02.17 06:17"
1,"09.02.17 06:17","09.02.17 06:29",0,,,"09.02.17 06:34"
3,"09.02.17 06:29","09.02.17 06:35",0,,,"09.02.17 06:35"
3,"09.02.17 06:44","09.02.17 07:06",0,,,"09.02.17 07:06"
1,"09.02.17 06:35","09.02.17 06:32",0,,,"09.02.17 06:37"
1,"09.02.17 06:37","09.02.17 06:44",0,,,"09.02.17 06:49"
1,"09.02.17 07:06","09.02.17 07:06",0,,,"09.02.17 07:11"
3,"09.02.17 07:06","09.02.17 07:25",0,,,"09.02.17 07:25"
1,"09.02.17 07:25","09.02.17 07:32",0,,,"09.02.17 07:37"
1,"09.02.17 07:46","09.02.17 07:47",0,,,"09.02.17 07:52"
3,"04.11.16 08:20","04.11.16 10:36",0,,,"09.01.17 13:25"
1,"09.11.16 06:06","09.11.16 06:33",0,,,"09.11.16 06:38"
1,"12.01.17 13:04","12.01.17 13:22",2000,,,"13.01.17 09:57"
1,"04.11.16 10:36","04.11.16 10:39",2000,,,"09.01.17 13:26"
1,"13.01.17 09:41","13.01.17 09:48",0,,,"13.01.17 09:53"
3,"12.01.17 13:22","12.01.17 13:35",1000,,,"13.01.17 09:58"
1,"12.01.17 14:29","12.01.17 14:37",6000,,,"13.01.17 10:00"
1,"12.01.17 13:35","12.01.17 13:51",0,,,"13.01.17 09:59"
2,"12.01.17 14:02","12.01.17 14:03",4000,,,"13.01.17 09:59"
3,"12.01.17 14:03","12.01.17 14:29",5000,,,"13.01.17 09:59"
1,"18.01.17 07:20","18.01.17 07:25",0,,,"18.01.17 07:30"
1,"16.01.17 12:35","16.01.17 12:56",0,,,"16.01.17 13:01"
2,"12.01.17 10:36","12.01.17 12:00",3000,,,"13.01.17 12:44"
1,"16.01.17 15:10","16.01.17 15:17",0,,,"16.01.17 15:22"
1,"17.01.17 12:12","17.01.17 12:23",0,,,"17.01.17 12:28"
3,"09.02.17 07:47","09.02.17 07:56",0,,,"09.02.17 07:56"
1,"18.01.17 11:06","18.01.17 11:14",0,,,"18.01.17 11:20"
1,"19.01.17 12:34","19.01.17 12:40",0,,,"19.01.17 12:45"
3,"09.02.17 08:04","09.02.17 08:12",0,,,"09.02.17 08:12"
1,"09.02.17 07:56","09.02.17 07:53",0,,,"09.02.17 07:59"
1,"09.02.17 08:04","09.02.17 08:04",0,,,"09.02.17 08:09"
1,"09.02.17 08:19","09.02.17 08:25",0,,,"09.02.17 08:30"
1,"09.02.17 08:12","09.02.17 08:09",0,,,"09.02.17 08:14"
3,"09.02.17 09:54","09.02.17 10:47",0,,,"09.02.17 10:47"
1,"09.02.17 09:53","09.02.17 09:54",0,,,"09.02.17 09:59"
2,"09.02.17 11:15","09.02.17 11:17",0,,,"09.02.17 11:22"
1,"09.02.17 10:47","09.02.17 10:44",0,,,"09.02.17 10:49"
3,"09.02.17 12:17","09.02.17 12:27",0,,,"09.02.17 12:27"
3,"09.02.17 11:17","09.02.17 11:24",0,,,"09.02.17 11:24"
1,"09.02.17 11:24","09.02.17 11:32",0,,,"09.02.17 11:37"
2,"09.02.17 11:41","09.02.17 11:48",0,,,"09.02.17 11:48"
1,"09.02.17 11:44","09.02.17 11:50",0,,,"09.02.17 11:55"
1,"09.02.17 12:11","09.02.17 12:17",0,,,"09.02.17 12:22"
1,"09.02.17 13:36","09.02.17 13:44",0,,,"09.02.17 13:49"
1,"09.02.17 12:27","09.02.17 12:27",0,,,"09.02.17 12:32"
2,"09.02.17 15:03","09.02.17 15:08",0,,,"09.02.17 15:13"
1,"09.02.17 14:27","09.02.17 14:30",0,,,"09.02.17 14:35"
3,"09.02.17 14:30","09.02.17 15:03",0,,,"09.02.17 15:08"
2,"10.02.17 06:10","10.02.17 06:14",0,,,"10.02.17 06:19"
3,"09.02.17 15:08","10.02.17 05:52",0,,,"10.02.17 05:52"
1,"10.02.17 05:52","10.02.17 06:05",0,,,"10.02.17 06:10"
1,"10.02.17 07:12","10.02.17 07:23",0,,,"10.02.17 07:28"
3,"10.02.17 06:14","10.02.17 06:30",0,,,"10.02.17 06:30"
1,"10.02.17 06:30","10.02.17 06:35",0,,,"10.02.17 06:40"
2,"10.02.17 07:10","10.02.17 07:17",0,,,"10.02.17 07:17"
3,"10.02.17 07:23","10.02.17 07:32",0,,,"10.02.17 07:32"
1,"10.02.17 07:50","10.02.17 08:00",0,,,"10.02.17 08:05"
1,"10.02.17 07:32","10.02.17 07:33",0,,,"10.02.17 07:38"
2,"10.02.17 07:45","10.02.17 07:52",0,,,"10.02.17 07:52"
3,"10.02.17 08:00","10.02.17 08:22",0,,,"10.02.17 08:22"
2,"10.02.17 09:34","10.02.17 09:39",0,,,"10.02.17 09:44"
1,"10.02.17 08:22","10.02.17 08:23",0,,,"10.02.17 08:28"
1,"10.02.17 09:28","10.02.17 09:33",0,,,"10.02.17 09:38"
3,"10.02.17 09:33","10.02.17 09:34",0,,,"10.02.17 09:39"
1,"10.02.17 10:28","10.02.17 10:39",0,,,"10.02.17 10:44"
3,"10.02.17 09:39","10.02.17 10:21",0,,,"10.02.17 10:21"
1,"10.02.17 10:21","10.02.17 10:23",0,,,"10.02.17 10:28"
3,"10.02.17 10:57","10.02.17 11:13",0,,,"10.02.17 11:13"
1,"10.02.17 10:45","10.02.17 10:57",0,,,"10.02.17 11:02"
1,"10.02.17 11:13","10.02.17 11:14",0,,,"10.02.17 11:19"
3,"10.02.17 11:14","10.02.17 11:37",0,,,"10.02.17 11:37"
1,"10.02.17 11:37","10.02.17 11:39",0,,,"10.02.17 11:44"
2,"10.02.17 13:09","10.02.17 13:15",0,,,"10.02.17 13:20"
3,"10.02.17 11:39","10.02.17 13:09",0,,,"10.02.17 13:14"
1,"13.02.17 08:02","13.02.17 08:07",0,,,"13.02.17 08:12"
3,"10.02.17 13:15","13.02.17 08:02",0,,,"13.02.17 08:02"
3,"13.02.17 08:07","13.02.17 08:57",0,,,"13.02.17 08:57"
1,"13.02.17 08:57","13.02.17 09:02",0,,,"13.02.17 09:07"
3,"13.02.17 09:02","13.02.17 09:20",0,,,"13.02.17 09:20"
1,"13.02.17 09:20","13.02.17 09:20",0,,,"13.02.17 09:25"
3,"13.02.17 09:20","13.02.17 09:36",0,,,"13.02.17 09:36"
3,"13.02.17 09:57","13.02.17 10:30",0,,,"13.02.17 10:30"
1,"13.02.17 09:36","13.02.17 09:37",0,,,"13.02.17 09:42"
1,"13.02.17 09:50","13.02.17 09:57",0,,,"13.02.17 10:02"
1,"13.02.17 10:30","13.02.17 10:36",0,,,"13.02.17 10:41"
3,"13.02.17 10:36","13.02.17 12:04",0,,,"13.02.17 12:04"
2,"13.02.17 12:50","13.02.17 13:07",0,,,"13.02.17 13:12"
1,"13.02.17 12:04","13.02.17 12:03",0,,,"13.02.17 12:08"
3,"13.02.17 13:07","13.02.17 13:33",0,,,"13.02.17 13:38"
2,"13.02.17 13:33","13.02.17 13:41",0,,,"13.02.17 13:46"
2,"14.02.17 07:29","14.02.17 07:33",0,,,"14.02.17 07:38"
3,"13.02.17 13:41","14.02.17 07:12",0,,,"14.02.17 07:12"
1,"14.02.17 07:12","14.02.17 07:18",0,,,"14.02.17 07:23"
1,"14.02.17 09:29","14.02.17 09:34",0,,,"14.02.17 09:39"
3,"14.02.17 07:33","14.02.17 07:43",0,,,"14.02.17 07:43"
1,"14.02.17 07:43","14.02.17 07:46",0,,,"14.02.17 07:51"
2,"14.02.17 07:51","14.02.17 07:56",0,,,"14.02.17 07:56"
1,"14.02.17 07:53","14.02.17 08:00",0,,,"14.02.17 08:05"
2,"14.02.17 09:55","14.02.17 09:59",0,,,"14.02.17 10:04"
2,"14.02.17 09:38","14.02.17 09:43",0,,,"14.02.17 09:43"
1,"14.02.17 09:42","14.02.17 09:48",0,,,"14.02.17 09:53"
1,"14.02.17 10:54","14.02.17 10:59",0,,,"14.02.17 11:04"
3,"14.02.17 09:59","14.02.17 10:43",0,,,"14.02.17 10:43"
1,"14.02.17 10:43","14.02.17 10:47",0,,,"14.02.17 10:52"
3,"14.02.17 11:07","14.02.17 11:35",0,,,"14.02.17 11:35"
1,"14.02.17 11:07","14.02.17 11:07",0,,,"14.02.17 11:12"
1,"14.02.17 11:35","14.02.17 11:48",0,,,"14.02.17 11:53"
3,"14.02.17 11:48","14.02.17 12:05",0,,,"14.02.17 12:05"
2,"14.02.17 12:29","14.02.17 12:33",0,,,"14.02.17 12:38"
1,"14.02.17 12:05","14.02.17 12:08",0,,,"14.02.17 12:13"
1,"14.02.17 12:39","14.02.17 12:45",0,,,"14.02.17 12:50"
3,"14.02.17 12:33","14.02.17 12:39",0,,,"14.02.17 12:39"
2,"14.02.17 13:30","14.02.17 13:39",0,,,"14.02.17 13:44"
3,"14.02.17 12:45","14.02.17 13:30",0,,,"14.02.17 13:35"
3,"14.02.17 13:39","14.02.17 13:52",0,,,"14.02.17 13:57"
2,"14.02.17 13:52","14.02.17 14:00",0,,,"14.02.17 14:05"
3,"14.02.17 14:00","14.02.17 14:10",0,,,"14.02.17 14:15"
2,"14.02.17 14:55","14.02.17 15:00",0,,,"14.02.17 15:00"
2,"14.02.17 14:10","14.02.17 14:55",0,,,"14.02.17 15:00"
1,"15.02.17 05:42","15.02.17 05:44",0,,,"15.02.17 05:49"
2,"14.02.17 15:36","14.02.17 15:41",0,,,"14.02.17 15:46"
3,"14.02.17 15:41","15.02.17 05:42",0,,,"15.02.17 05:42"
3,"15.02.17 05:44","15.02.17 06:14",0,,,"15.02.17 06:14"
1,"15.02.17 07:24","15.02.17 07:29",0,,,"15.02.17 07:34"
1,"15.02.17 06:14","15.02.17 06:16",0,,,"15.02.17 06:21"
2,"15.02.17 09:38","15.02.17 09:44",0,,,"15.02.17 09:49"
1,"15.02.17 08:41","15.02.17 08:43",0,,,"15.02.17 08:48"
3,"15.02.17 08:43","15.02.17 09:38",0,,,"15.02.17 09:43"
2,"15.02.17 12:20","15.02.17 12:24",0,,,"15.02.17 12:29"
3,"15.02.17 09:44","15.02.17 12:10",0,,,"15.02.17 12:10"
1,"15.02.17 12:10","15.02.17 12:10",0,,,"15.02.17 12:15"
1,"15.02.17 13:41","15.02.17 13:42",0,,,"15.02.17 13:47"
3,"15.02.17 12:24","15.02.17 12:35",0,,,"15.02.17 12:35"
1,"15.02.17 12:35","15.02.17 12:37",0,,,"15.02.17 12:42"
2,"15.02.17 13:37","15.02.17 13:42",0,,,"15.02.17 13:42"
3,"15.02.17 13:42","15.02.17 14:04",0,,,"15.02.17 14:04"
1,"15.02.17 14:04","15.02.17 14:06",0,,,"15.02.17 14:11"
3,"15.02.17 14:06","16.02.17 06:58",0,,,"16.02.17 07:03"
2,"16.02.17 06:58","16.02.17 11:55",0,,,"16.02.17 12:00"
2,"16.02.17 11:55","16.02.17 12:01",0,,,"16.02.17 12:01"
2,"16.02.17 12:53","16.02.17 12:59",0,,,"16.02.17 12:59"
1,"16.02.17 12:59","16.02.17 13:03",0,,,"16.02.17 13:07"
3,"16.02.17 13:03","16.02.17 13:14",0,,,"16.02.17 13:14"
1,"16.02.17 13:14","16.02.17 13:14",0,,,"16.02.17 13:19"
1,"16.02.17 13:46","16.02.17 13:52",0,,,"16.02.17 13:57"
1,"16.02.17 13:58","16.02.17 14:01",0,,,"16.02.17 14:06"
1,"18.10.16 12:54","18.10.16 13:11",0,,,"18.10.16 13:16"
2,"04.11.16 07:59","04.11.16 08:11",0,,,"04.11.16 08:16"
1,"26.01.17 09:28","26.01.17 09:28",0,,,"26.01.17 09:33"
2,"04.11.16 08:11","04.11.16 08:20",0,,,"04.11.16 08:25"
3,"04.11.16 10:39","04.11.16 10:46",0,,,"04.11.16 10:46"
2,"27.01.17 10:41","27.01.17 10:47",0,,,"27.01.17 10:52"
3,"04.11.16 11:34","04.11.16 11:47",0,,,"04.11.16 11:47"
1,"04.11.16 10:46","04.11.16 10:48",0,,,"04.11.16 10:53"
2,"04.11.16 11:24","04.11.16 11:31",0,,,"04.11.16 11:31"
1,"04.11.16 11:28","04.11.16 11:34",0,,,"04.11.16 11:39"
2,"04.11.16 12:08","04.11.16 12:10",0,,,"04.11.16 12:15"
1,"04.11.16 11:47","04.11.16 11:53",0,,,"04.11.16 11:58"
3,"04.11.16 12:10","04.11.16 12:20",0,,,"04.11.16 12:20"
3,"04.11.16 12:24","04.11.16 12:34",0,,,"04.11.16 12:34"
1,"04.11.16 12:20","04.11.16 12:24",0,,,"04.11.16 12:29"
2,"04.11.16 12:44","04.11.16 12:48",0,,,"04.11.16 12:53"
1,"04.11.16 12:34","04.11.16 12:37",0,,,"04.11.16 12:42"
3,"04.11.16 12:48","04.11.16 12:54",0,,,"04.11.16 12:54"
1,"04.11.16 12:54","04.11.16 12:57",0,,,"04.11.16 13:02"
2,"04.11.16 13:00","04.11.16 13:04",0,,,"04.11.16 13:09"
3,"04.11.16 13:04","04.11.16 13:14",0,,,"04.11.16 13:14"
1,"04.11.16 13:14","04.11.16 13:32",0,,,"04.11.16 13:38"
2,"04.11.16 13:35","04.11.16 13:41",0,,,"04.11.16 13:46"
3,"04.11.16 13:41","04.11.16 13:49",0,,,"04.11.16 13:49"
1,"04.11.16 13:49","04.11.16 14:14",0,,,"04.11.16 14:19"
2,"04.11.16 14:16","04.11.16 14:20",0,,,"04.11.16 14:25"
3,"04.11.16 14:20","04.11.16 14:43",0,,,"04.11.16 14:43"
1,"04.11.16 14:43","04.11.16 14:56",0,,,"04.11.16 15:01"
1,"04.11.16 15:02","04.11.16 15:12",0,,,"04.11.16 15:17"
2,"04.11.16 14:58","04.11.16 15:07",0,,,"04.11.16 15:07"
2,"07.11.16 05:58","07.11.16 05:59",0,,,"07.11.16 06:04"
3,"04.11.16 15:12","07.11.16 05:53",0,,,"07.11.16 05:53"
1,"07.11.16 05:53","07.11.16 05:54",0,,,"07.11.16 05:59"
3,"07.11.16 05:59","07.11.16 06:12",0,,,"07.11.16 06:12"
3,"07.11.16 06:26","07.11.16 06:39",0,,,"07.11.16 06:39"
1,"07.11.16 06:12","07.11.16 06:26",0,,,"07.11.16 06:31"
1,"07.11.16 06:39","07.11.16 06:45",0,,,"07.11.16 06:50"
3,"07.11.16 06:45","07.11.16 07:00",0,,,"07.11.16 07:00"
2,"07.11.16 07:14","07.11.16 07:19",0,,,"07.11.16 07:24"
1,"07.11.16 07:00","07.11.16 07:04",0,,,"07.11.16 07:09"
3,"07.11.16 07:19","07.11.16 07:27",0,,,"07.11.16 07:27"
3,"07.11.16 07:33","07.11.16 07:46",0,,,"07.11.16 07:46"
1,"07.11.16 07:27","07.11.16 07:33",0,,,"07.11.16 07:38"
1,"07.11.16 08:25","07.11.16 08:33",0,,,"07.11.16 08:38"
1,"07.11.16 07:46","07.11.16 07:44",0,,,"07.11.16 07:49"
2,"07.11.16 07:52","07.11.16 08:00",0,,,"07.11.16 08:00"
1,"07.11.16 08:52","07.11.16 08:53",0,,,"07.11.16 08:58"
3,"07.11.16 08:33","07.11.16 08:52",0,,,"07.11.16 08:52"
3,"07.11.16 08:53","07.11.16 09:04",0,,,"07.11.16 09:04"
1,"07.11.16 09:04","07.11.16 09:05",0,,,"07.11.16 09:10"
2,"08.11.16 07:56","08.11.16 09:08",0,,,"08.11.16 09:14"
3,"07.11.16 09:05","07.11.16 09:31",0,,,"07.11.16 09:36"
2,"08.11.16 09:08","08.11.16 09:13",0,,,"08.11.16 09:18"
1,"26.01.17 12:05","26.01.17 12:12",0,,,"26.01.17 12:17"
2,"04.01.17 06:00","04.01.17 06:11",0,,,"04.01.17 06:16"
2,"09.01.17 07:57","09.01.17 08:02",0,,,"09.01.17 08:07"
3,"16.02.17 14:01","16.02.17 14:30",0,,,"16.02.17 14:30"
2,"16.02.17 15:17","16.02.17 15:19",0,,,"16.02.17 15:24"
1,"16.02.17 14:30","16.02.17 14:31",0,,,"17.02.17 08:27"
3,"17.02.17 06:10","17.02.17 06:18",1001,,,"17.02.17 08:15"
3,"16.02.17 15:19","17.02.17 05:59",0,,,"17.02.17 05:59"
1,"17.02.17 05:59","17.02.17 06:00",0,,,"17.02.17 06:05"
1,"17.02.17 06:09","17.02.17 06:10",0,,,"17.02.17 06:15"
2,"17.02.17 07:06","17.02.17 07:12",0,,,"17.02.17 07:12"
1,"17.02.17 08:55","17.02.17 09:05",0,,,"17.02.17 09:10"
2,"17.02.17 06:34","17.02.17 06:36",0,,,"17.02.17 06:41"
1,"17.02.17 06:28","17.02.17 06:27",0,,,"17.02.17 06:32"
3,"17.02.17 06:21","17.02.17 06:28",1000,,,"17.02.17 07:11"
3,"17.02.17 06:36","17.02.17 06:42",0,,,"17.02.17 06:42"
1,"17.02.17 06:42","17.02.17 06:47",0,,,"17.02.17 06:53"
2,"16.02.17 13:44","16.02.17 13:50",4000,,,"17.02.17 08:44"
1,"17.02.17 06:18","17.02.17 06:21",0,,,"17.02.17 07:13"
2,"17.02.17 07:18","17.02.17 07:19",0,,,"17.02.17 07:24"
