"PLANT","DTSTART","DTEND","NDELAYCODE","DELAYCOMMENT","COILID1","DTSTORE"
3,"13.10.16 09:30","13.10.16 09:58",0,,,"13.10.16 10:03"
2,"13.10.16 12:17","13.10.16 12:20",0,,,"13.10.16 12:25"
3,"13.10.16 10:03","13.10.16 10:14",0,,,"13.10.16 10:13"
1,"13.10.16 10:14","13.10.16 10:14",0,,,"13.10.16 10:19"
1,"13.10.16 12:29","13.10.16 12:33",0,,,"13.10.16 12:38"
3,"13.10.16 12:20","13.10.16 12:29",0,,,"13.10.16 12:28"
3,"13.10.16 12:33","13.10.16 12:38",0,,,"13.10.16 12:38"
1,"13.10.16 12:38","13.10.16 12:40",0,,,"13.10.16 12:45"
3,"13.10.16 12:40","13.10.16 12:50",0,,,"13.10.16 12:50"
1,"13.10.16 12:50","13.10.16 12:52",0,,,"13.10.16 12:57"
3,"13.10.16 12:52","13.10.16 13:08",0,,,"13.10.16 13:08"
1,"13.10.16 13:08","13.10.16 13:09",0,,,"13.10.16 13:14"
3,"13.10.16 13:09","13.10.16 13:14",0,,,"13.10.16 13:14"
3,"13.10.16 14:44","14.10.16 07:18",0,,,"14.10.16 07:18"
1,"13.10.16 13:14","13.10.16 13:16",0,,,"13.10.16 13:21"
1,"13.10.16 14:44","13.10.16 14:44",0,,,"13.10.16 14:49"
2,"14.10.16 07:47","14.10.16 07:52",0,,,"14.10.16 07:57"
1,"14.10.16 07:18","14.10.16 07:16",0,,,"14.10.16 07:21"
1,"14.10.16 07:30","14.10.16 07:31",0,,,"14.10.16 07:36"
3,"14.10.16 07:31","14.10.16 07:47",0,,,"14.10.16 07:52"
1,"14.10.16 07:58","14.10.16 08:04",0,,,"14.10.16 08:08"
3,"14.10.16 07:52","14.10.16 07:58",0,,,"14.10.16 07:58"
3,"14.10.16 08:04","14.10.16 08:14",0,,,"14.10.16 08:14"
2,"14.10.16 08:22","14.10.16 08:26",0,,,"14.10.16 08:31"
1,"14.10.16 08:14","14.10.16 08:15",0,,,"14.10.16 08:20"
2,"14.10.16 08:36","14.10.16 08:39",0,,,"14.10.16 08:45"
3,"14.10.16 08:26","14.10.16 08:31",0,,,"14.10.16 08:31"
1,"14.10.16 08:31","14.10.16 08:33",0,,,"14.10.16 08:38"
2,"14.10.16 09:49","14.10.16 09:53",0,,,"14.10.16 09:58"
3,"14.10.16 08:39","14.10.16 08:47",0,,,"14.10.16 08:47"
1,"14.10.16 08:47","14.10.16 08:52",0,,,"14.10.16 08:57"
1,"14.10.16 10:39","14.10.16 10:40",0,,,"14.10.16 10:45"
3,"14.10.16 09:53","14.10.16 10:39",0,,,"14.10.16 10:39"
3,"14.10.16 10:40","17.10.16 09:01",0,,,"17.10.16 09:01"
2,"17.10.16 09:37","17.10.16 09:39",0,,,"17.10.16 09:44"
1,"17.10.16 09:01","17.10.16 09:13",0,,,"17.10.16 09:19"
1,"17.10.16 10:35","17.10.16 10:37",0,,,"17.10.16 10:42"
3,"17.10.16 09:39","17.10.16 10:35",0,,,"17.10.16 10:35"
3,"17.10.16 10:37","17.10.16 10:53",0,,,"17.10.16 10:53"
2,"17.10.16 11:26","17.10.16 11:32",0,,,"17.10.16 11:32"
1,"17.10.16 10:53","17.10.16 10:53",0,,,"17.10.16 10:58"
2,"17.10.16 11:13","17.10.16 11:19",0,,,"17.10.16 11:19"
2,"17.10.16 11:57","17.10.16 12:00",0,,,"17.10.16 12:05"
1,"17.10.16 11:29","17.10.16 11:37",0,,,"17.10.16 11:42"
3,"17.10.16 12:00","17.10.16 12:11",0,,,"17.10.16 12:11"
1,"17.10.16 12:11","17.10.16 12:19",0,,,"17.10.16 12:24"
1,"30.07.16 03:25","26.08.16 11:13",1000,,,"26.08.16 11:18"
3,"26.08.16 11:13","26.08.16 15:54",0,,,"26.08.16 15:58"
2,"07.09.16 06:54","07.09.16 07:49",0,,,"07.09.16 07:54"
2,"01.09.16 15:46","02.09.16 08:07",2000,,,"02.09.16 12:29"
3,"07.09.16 06:38","07.09.16 06:54",0,,,"07.09.16 06:59"
3,"07.09.16 11:59","07.09.16 12:14",0,,,"07.09.16 12:14"
3,"07.09.16 15:13","08.09.16 08:01",0,,,"08.09.16 08:06"
1,"07.09.16 12:14","08.09.16 08:20",0,,,"08.09.16 08:25"
3,"07.09.16 12:14","07.09.16 12:19",0,,,"07.09.16 12:24"
3,"08.09.16 09:03","08.09.16 09:14",0,,,"08.09.16 09:14"
2,"08.09.16 08:01","08.09.16 08:27",0,,,"08.09.16 08:27"
1,"08.09.16 08:25","08.09.16 08:30",0,,,"08.09.16 08:35"
3,"08.09.16 08:30","08.09.16 08:36",0,,,"08.09.16 08:41"
3,"08.09.16 09:15","08.09.16 09:23",0,,,"08.09.16 09:23"
1,"08.09.16 09:14","08.09.16 09:15",0,,,"08.09.16 09:20"
1,"08.09.16 09:25","09.09.16 08:36",0,,,"09.09.16 08:41"
1,"08.09.16 09:23","08.09.16 09:19",0,,,"08.09.16 09:24"
1,"08.09.16 11:16","08.09.16 11:23",0,,,"08.09.16 11:28"
3,"08.09.16 09:39","08.09.16 11:16",0,,,"08.09.16 11:16"
3,"08.09.16 11:23","08.09.16 11:30",0,,,"08.09.16 11:30"
1,"08.09.16 11:30","08.09.16 11:30",0,,,"08.09.16 11:35"
3,"08.09.16 11:30","08.09.16 11:37",0,,,"08.09.16 11:37"
1,"08.09.16 11:37","08.09.16 11:38",0,,,"08.09.16 11:43"
2,"08.09.16 14:10","08.09.16 14:50",0,,,"08.09.16 14:55"
2,"08.09.16 14:50","08.09.16 15:14",0,,,"08.09.16 15:14"
2,"08.09.16 15:14","09.09.16 06:57",0,,,"09.09.16 06:57"
2,"09.09.16 06:58","09.09.16 07:50",0,,,"09.09.16 07:50"
2,"09.09.16 07:51","09.09.16 08:09",0,,,"09.09.16 08:09"
2,"09.09.16 08:10","09.09.16 08:16",0,,,"09.09.16 08:16"
2,"09.09.16 08:17","09.09.16 08:25",0,,,"09.09.16 08:25"
3,"09.09.16 10:04","09.09.16 10:27",0,,,"09.09.16 10:27"
2,"09.09.16 08:26","09.09.16 08:48",0,,,"09.09.16 08:53"
3,"09.09.16 10:27","09.09.16 10:34",0,,,"09.09.16 10:34"
1,"09.09.16 10:27","09.09.16 10:27",0,,,"09.09.16 10:32"
2,"09.09.16 10:40","09.09.16 10:44",0,,,"09.09.16 10:49"
1,"09.09.16 10:34","09.09.16 10:36",0,,,"09.09.16 10:41"
3,"09.09.16 10:44","09.09.16 11:04",0,,,"09.09.16 11:04"
2,"09.09.16 11:18","09.09.16 11:27",0,,,"09.09.16 11:27"
1,"09.09.16 11:04","09.09.16 11:05",0,,,"09.09.16 11:10"
3,"09.09.16 11:05","09.09.16 11:18",0,,,"09.09.16 11:23"
1,"09.09.16 11:30","09.09.16 11:41",0,,,"09.09.16 11:46"
3,"09.09.16 11:41","09.09.16 11:53",0,,,"09.09.16 11:58"
3,"09.09.16 11:58","09.09.16 12:21",0,,,"09.09.16 12:21"
1,"09.09.16 12:21","09.09.16 12:23",0,,,"09.09.16 12:28"
2,"09.09.16 12:28","09.09.16 12:30",0,,,"09.09.16 12:35"
3,"09.09.16 12:30","09.09.16 12:45",0,,,"09.09.16 12:44"
3,"09.09.16 12:45","09.09.16 13:11",0,,,"09.09.16 13:11"
1,"09.09.16 12:45","09.09.16 12:45",0,,,"09.09.16 12:50"
1,"09.09.16 13:11","09.09.16 13:37",0,,,"09.09.16 13:42"
3,"09.09.16 13:37","09.09.16 14:23",0,,,"09.09.16 14:23"
1,"09.09.16 14:23","09.09.16 14:23",0,,,"09.09.16 14:28"
3,"09.09.16 14:23","09.09.16 14:31",0,,,"09.09.16 14:31"
1,"09.09.16 14:31","09.09.16 14:33",0,,,"09.09.16 14:38"
3,"09.09.16 14:33","09.09.16 15:00",0,,,"09.09.16 15:00"
1,"09.09.16 15:00","09.09.16 15:13",0,,,"09.09.16 15:18"
3,"09.09.16 15:13","12.09.16 06:28",0,,,"12.09.16 06:28"
1,"12.09.16 06:28","12.09.16 06:57",0,,,"12.09.16 07:02"
3,"12.09.16 08:00","12.09.16 08:11",0,,,"12.09.16 08:11"
3,"12.09.16 06:57","12.09.16 07:46",0,,,"12.09.16 07:51"
3,"12.09.16 08:21","12.09.16 08:28",0,,,"12.09.16 08:28"
1,"12.09.16 08:11","12.09.16 08:21",0,,,"12.09.16 08:26"
1,"12.09.16 08:28","12.09.16 08:33",0,,,"12.09.16 08:38"
3,"12.09.16 08:33","12.09.16 09:16",0,,,"12.09.16 09:16"
1,"12.09.16 09:16","12.09.16 09:32",0,,,"12.09.16 09:37"
3,"12.09.16 09:32","12.09.16 11:46",0,,,"12.09.16 11:46"
1,"12.09.16 11:46","12.09.16 11:55",0,,,"12.09.16 12:00"
3,"12.09.16 13:59","12.09.16 14:11",0,,,"12.09.16 14:11"
3,"12.09.16 11:55","12.09.16 12:36",0,,,"12.09.16 12:41"
3,"12.09.16 14:12","12.09.16 15:41",0,,,"12.09.16 15:41"
1,"12.09.16 14:11","12.09.16 14:12",0,,,"12.09.16 14:17"
1,"12.09.16 15:41","12.09.16 15:41",0,,,"12.09.16 15:46"
3,"12.09.16 15:41","12.09.16 15:49",0,,,"12.09.16 15:49"
1,"12.09.16 15:49","14.09.16 06:30",0,,,"14.09.16 06:35"
3,"13.09.16 15:03","13.09.16 15:28",0,,,"13.09.16 15:33"
3,"12.09.16 16:02","13.09.16 07:15",0,,,"13.09.16 07:20"
1,"14.09.16 07:03","14.09.16 07:06",0,,,"14.09.16 07:11"
2,"13.09.16 15:28","14.09.16 06:35",0,,,"14.09.16 06:35"
1,"14.09.16 06:38","14.09.16 06:54",0,,,"14.09.16 06:59"
3,"14.09.16 06:54","14.09.16 07:03",0,,,"14.09.16 07:03"
3,"14.09.16 07:06","14.09.16 07:15",0,,,"14.09.16 07:15"
1,"14.09.16 07:21","14.09.16 07:25",0,,,"14.09.16 07:30"
1,"14.09.16 07:15","14.09.16 07:11",0,,,"14.09.16 07:16"
1,"14.09.16 07:30","14.09.16 07:30",0,,,"14.09.16 07:35"
3,"14.09.16 07:25","14.09.16 07:30",0,,,"14.09.16 07:30"
3,"14.09.16 07:30","14.09.16 07:48",0,,,"14.09.16 07:48"
1,"14.09.16 07:48","14.09.16 08:01",0,,,"14.09.16 08:06"
3,"14.09.16 08:01","14.09.16 08:12",0,,,"14.09.16 08:12"
2,"14.09.16 08:57","14.09.16 09:07",0,,,"14.09.16 09:12"
1,"14.09.16 08:12","14.09.16 08:57",0,,,"14.09.16 09:02"
3,"14.09.16 09:41","14.09.16 10:36",0,,,"14.09.16 10:36"
1,"14.09.16 10:36","14.09.16 10:42",0,,,"14.09.16 10:47"
1,"14.09.16 11:04","14.09.16 11:26",0,,,"14.09.16 11:31"
3,"14.09.16 11:26","14.09.16 11:28",0,,,"14.09.16 11:33"
3,"14.09.16 11:41","14.09.16 11:51",0,,,"14.09.16 11:51"
1,"14.09.16 11:51","14.09.16 11:55",0,,,"14.09.16 12:00"
3,"14.09.16 12:41","14.09.16 12:47",0,,,"14.09.16 12:47"
2,"14.09.16 12:16","14.09.16 12:22",0,,,"14.09.16 12:22"
1,"14.09.16 12:30","14.09.16 12:41",0,,,"14.09.16 12:46"
3,"14.09.16 13:58","14.09.16 14:18",0,,,"14.09.16 14:18"
1,"14.09.16 12:47","14.09.16 12:51",0,,,"14.09.16 12:56"
2,"14.09.16 12:51","14.09.16 13:11",0,,,"14.09.16 13:11"
2,"14.09.16 13:53","14.09.16 13:58",0,,,"14.09.16 14:03"
1,"14.09.16 14:18","14.09.16 14:22",0,,,"14.09.16 14:27"
1,"14.09.16 15:11","14.09.16 15:21",0,,,"14.09.16 15:26"
1,"14.09.16 15:29","14.09.16 16:16",0,,,"14.09.16 16:21"
3,"14.09.16 15:21","14.09.16 15:29",0,,,"14.09.16 15:29"
3,"14.09.16 16:16","15.09.16 05:56",0,,,"15.09.16 05:56"
1,"15.09.16 05:56","15.09.16 07:05",0,,,"15.09.16 07:10"
3,"15.09.16 07:05","15.09.16 07:20",0,,,"15.09.16 07:20"
1,"15.09.16 07:20","15.09.16 07:58",0,,,"15.09.16 08:03"
3,"15.09.16 07:58","15.09.16 09:02",0,,,"15.09.16 09:02"
1,"15.09.16 09:02","15.09.16 09:39",0,,,"15.09.16 09:44"
3,"15.09.16 09:39","15.09.16 10:48",0,,,"15.09.16 10:48"
1,"15.09.16 14:34","15.09.16 16:16",0,,,"15.09.16 16:21"
1,"15.09.16 10:48","15.09.16 12:17",0,,,"15.09.16 12:22"
1,"16.09.16 06:55","16.09.16 07:23",0,,,"16.09.16 07:28"
3,"15.09.16 16:16","16.09.16 06:55",0,,,"16.09.16 06:55"
3,"16.09.16 07:23","16.09.16 07:31",0,,,"16.09.16 07:31"
1,"16.09.16 07:31","16.09.16 07:35",0,,,"16.09.16 07:40"
3,"16.09.16 07:35","16.09.16 07:46",0,,,"16.09.16 07:46"
1,"16.09.16 09:46","16.09.16 10:10",0,,,"16.09.16 10:15"
1,"16.09.16 07:46","16.09.16 09:40",0,,,"16.09.16 09:46"
1,"16.09.16 10:33","16.09.16 10:35",0,,,"16.09.16 10:39"
3,"16.09.16 10:10","16.09.16 10:33",0,,,"16.09.16 10:33"
3,"16.09.16 10:35","16.09.16 10:45",0,,,"16.09.16 10:45"
2,"16.09.16 10:48","16.09.16 10:48",0,,,"16.09.16 10:54"
1,"16.09.16 10:45","16.09.16 10:40",0,,,"16.09.16 10:45"
2,"17.10.16 12:45","17.10.16 12:50",0,,,"17.10.16 12:50"
1,"17.10.16 13:00","17.10.16 13:04",0,,,"17.10.16 13:09"
3,"17.10.16 13:04","17.10.16 13:13",0,,,"17.10.16 13:13"
3,"17.10.16 13:59","17.10.16 14:13",0,,,"17.10.16 14:13"
1,"17.10.16 13:13","17.10.16 13:17",0,,,"17.10.16 13:22"
1,"17.10.16 13:56","17.10.16 13:59",0,,,"17.10.16 14:04"
3,"17.10.16 15:48","17.10.16 16:03",0,,,"17.10.16 16:03"
1,"17.10.16 14:13","17.10.16 14:30",0,,,"17.10.16 14:35"
2,"17.10.16 15:10","17.10.16 15:17",0,,,"17.10.16 15:17"
1,"17.10.16 15:18","17.10.16 15:30",0,,,"17.10.16 15:35"
1,"17.10.16 15:48","17.10.16 15:48",0,,,"17.10.16 15:53"
1,"18.10.16 06:43","18.10.16 06:44",0,,,"18.10.16 06:49"
1,"17.10.16 16:03","17.10.16 16:01",0,,,"17.10.16 16:06"
2,"17.10.16 16:49","18.10.16 05:56",0,,,"18.10.16 05:56"
2,"18.10.16 06:16","18.10.16 06:18",0,,,"18.10.16 06:23"
3,"18.10.16 06:18","18.10.16 06:43",0,,,"18.10.16 06:43"
3,"18.10.16 06:44","18.10.16 07:00",0,,,"18.10.16 07:00"
1,"18.10.16 07:00","18.10.16 07:00",0,,,"18.10.16 07:05"
3,"18.10.16 07:00","18.10.16 07:09",0,,,"18.10.16 07:09"
1,"18.10.16 07:09","18.10.16 07:09",0,,,"18.10.16 07:14"
3,"18.10.16 07:09","18.10.16 07:16",0,,,"18.10.16 07:16"
2,"18.10.16 07:25","18.10.16 07:27",4000,Mechanical fault,,"18.10.16 07:32"
1,"18.10.16 07:16","18.10.16 07:20",0,,,"18.10.16 07:25"
2,"18.10.16 08:17","18.10.16 08:20",1000,Maintenance,,"18.10.16 08:25"
3,"18.10.16 07:27","18.10.16 08:05",5000,Production fault,,"18.10.16 08:05"
1,"18.10.16 08:05","18.10.16 08:06",0,Unknown stop,,"18.10.16 08:11"
3,"18.10.16 08:20","18.10.16 08:46",3000,Electrical fault,,"18.10.16 08:46"
2,"26.08.16 15:54","30.08.16 06:12",0,,,"30.08.16 06:17"
2,"30.08.16 06:46","30.08.16 07:11",0,,,"30.08.16 07:11"
2,"30.08.16 06:12","30.08.16 06:46",0,,,"30.08.16 06:46"
2,"30.08.16 07:13","30.08.16 07:22",0,,,"30.08.16 07:22"
2,"30.08.16 07:22","30.08.16 07:28",0,,,"30.08.16 07:28"
2,"30.08.16 07:28","30.08.16 07:38",0,,,"30.08.16 07:38"
2,"30.08.16 07:40","30.08.16 07:47",0,,,"30.08.16 07:47"
2,"30.08.16 07:48","30.08.16 07:54",0,,,"30.08.16 07:54"
1,"30.08.16 15:56","30.08.16 09:00",0,,,"30.08.16 09:00"
1,"30.08.16 17:30","30.08.16 10:23",0,,,"30.08.16 10:23"
1,"30.08.16 21:15","30.08.16 14:32",0,,,"30.08.16 14:32"
1,"31.08.16 18:13","31.08.16 14:45",0,,,"31.08.16 14:45"
1,"31.08.16 15:02","31.08.16 08:56",0,,,"31.08.16 08:56"
1,"31.08.16 16:56","31.08.16 09:28",0,,,"31.08.16 09:27"
1,"31.08.16 22:49","01.09.16 06:01",0,,,"01.09.16 06:01"
2,"01.09.16 07:20","01.09.16 08:09",0,,,"01.09.16 08:09"
2,"01.09.16 08:09","01.09.16 08:27",0,,,"01.09.16 08:27"
2,"01.09.16 11:23","01.09.16 11:38",0,,,"01.09.16 11:38"
2,"01.09.16 11:38","01.09.16 11:53",0,,,"01.09.16 11:53"
2,"01.09.16 11:53","01.09.16 12:01",0,,,"01.09.16 12:01"
2,"01.09.16 12:01","01.09.16 12:13",0,,,"01.09.16 12:13"
2,"01.09.16 12:15","01.09.16 12:30",0,,,"01.09.16 12:30"
2,"01.09.16 12:30","01.09.16 12:40",0,,,"01.09.16 12:40"
2,"01.09.16 12:40","01.09.16 12:46",0,,,"01.09.16 12:46"
2,"01.09.16 12:46","01.09.16 13:02",0,,,"01.09.16 13:02"
2,"01.09.16 13:02","01.09.16 13:46",0,,,"01.09.16 13:46"
2,"01.09.16 13:46","01.09.16 14:10",0,,,"01.09.16 14:10"
2,"01.09.16 14:11","01.09.16 14:17",0,,,"01.09.16 14:17"
2,"01.09.16 14:17","01.09.16 15:18",0,,,"01.09.16 15:18"
2,"02.09.16 12:57","05.09.16 07:41",0,,,"05.09.16 07:41"
2,"02.09.16 08:07","02.09.16 08:32",0,,,"02.09.16 08:32"
2,"02.09.16 08:32","02.09.16 08:39",0,,,"02.09.16 08:39"
2,"02.09.16 08:39","02.09.16 08:54",0,,,"02.09.16 08:54"
2,"02.09.16 09:03","02.09.16 09:22",0,,,"02.09.16 09:22"
2,"02.09.16 09:37","02.09.16 10:05",0,,,"02.09.16 10:05"
2,"02.09.16 10:43","02.09.16 12:51",0,,,"02.09.16 12:51"
2,"05.09.16 07:45","05.09.16 08:20",0,,,"05.09.16 08:20"
3,"05.09.16 08:20","05.09.16 08:24",0,,,"05.09.16 08:24"
1,"05.09.16 08:24","05.09.16 08:43",0,,,"05.09.16 08:48"
3,"08.09.16 11:38","08.09.16 14:10",0,,,"08.09.16 14:15"
2,"16.09.16 12:19","16.09.16 12:24",0,,,"16.09.16 12:24"
2,"16.09.16 12:18","16.09.16 12:19",0,,,"16.09.16 12:23"
2,"16.09.16 12:26","16.09.16 12:35",0,,,"16.09.16 12:34"
2,"16.09.16 14:29","16.09.16 15:01",0,,,"16.09.16 15:01"
3,"16.09.16 15:18","19.09.16 06:08",0,"-PL, auto open- -PL, auto close- Test Test Test Te",,"19.09.16 06:08"
1,"16.09.16 15:00","16.09.16 15:18",0,,,"16.09.16 15:23"
1,"19.09.16 06:08","19.09.16 07:03",0,,,"19.09.16 07:08"
3,"19.09.16 07:03","19.09.16 07:23",0,,,"19.09.16 07:23"
1,"19.09.16 07:23","19.09.16 07:55",0,,,"19.09.16 08:00"
3,"19.09.16 07:55","19.09.16 08:00",0,,,"19.09.16 08:00"
1,"19.09.16 08:00","19.09.16 08:04",0,,,"19.09.16 08:09"
3,"19.09.16 08:04","19.09.16 08:11",0,,,"19.09.16 08:11"
1,"19.09.16 08:11","19.09.16 08:21",0,,,"19.09.16 08:26"
3,"19.09.16 08:27","19.09.16 08:35",0,,,"19.09.16 08:35"
3,"19.09.16 08:21","19.09.16 08:21",0,,,"19.09.16 08:26"
2,"19.09.16 09:12","19.09.16 09:17",0,,,"19.09.16 09:17"
1,"19.09.16 08:35","19.09.16 08:51",0,,,"19.09.16 08:56"
3,"19.09.16 08:51","19.09.16 09:12",0,,,"19.09.16 09:17"
2,"19.09.16 09:34","19.09.16 09:37",0,,,"19.09.16 09:42"
3,"19.09.16 10:46","21.09.16 09:36",0,,,"21.09.16 09:36"
3,"21.09.16 09:36","21.09.16 10:10",0,,,"21.09.16 10:10"
1,"21.09.16 09:36","21.09.16 09:36",0,,,"21.09.16 09:41"
1,"21.09.16 10:10","21.09.16 10:10",0,,,"21.09.16 10:15"
3,"21.09.16 10:10","21.09.16 10:51",0,,,"21.09.16 10:51"
3,"21.09.16 11:45","21.09.16 12:31",0,,,"21.09.16 12:31"
1,"21.09.16 10:51","21.09.16 10:59",0,,,"21.09.16 11:04"
2,"21.09.16 11:36","21.09.16 11:44",0,,,"21.09.16 11:44"
1,"21.09.16 11:41","21.09.16 11:45",0,,,"21.09.16 11:50"
2,"21.09.16 13:50","21.09.16 14:04",0,,,"21.09.16 14:09"
1,"21.09.16 12:31","21.09.16 12:47",0,,,"21.09.16 12:52"
2,"21.09.16 12:58","21.09.16 13:27",0,,,"21.09.16 13:27"
3,"21.09.16 14:04","21.09.16 15:46",0,,,"21.09.16 15:46"
3,"22.09.16 06:04","22.09.16 06:23",0,,,"22.09.16 06:23"
1,"21.09.16 15:46","21.09.16 15:54",0,,,"21.09.16 15:59"
3,"21.09.16 15:54","22.09.16 05:58",0,,,"22.09.16 06:04"
1,"22.09.16 06:23","22.09.16 06:26",0,,,"22.09.16 06:31"
2,"22.09.16 07:01","22.09.16 07:16",0,,,"22.09.16 07:21"
3,"22.09.16 07:16","22.09.16 08:35",0,,,"22.09.16 08:35"
3,"22.09.16 08:43","22.09.16 09:02",0,,,"22.09.16 09:02"
1,"22.09.16 08:35","22.09.16 08:43",0,,,"22.09.16 08:48"
1,"22.09.16 09:02","22.09.16 09:19",0,,,"22.09.16 09:24"
1,"27.09.16 12:11","27.09.16 12:12",0,,,"27.09.16 12:17"
2,"27.09.16 14:40","27.09.16 14:47",0,,,"27.09.16 14:53"
1,"27.09.16 14:34","27.09.16 14:35",0,,,"27.09.16 14:40"
3,"28.09.16 06:34","28.09.16 06:54",0,,,"28.09.16 06:54"
3,"27.09.16 14:47","28.09.16 06:13",0,,,"28.09.16 06:13"
1,"28.09.16 06:13","28.09.16 06:20",0,,,"28.09.16 06:25"
1,"28.09.16 06:33","28.09.16 06:34",0,,,"28.09.16 06:39"
1,"28.09.16 06:54","28.09.16 07:07",0,,,"28.09.16 07:12"
3,"28.09.16 07:07","28.09.16 07:22",0,,,"28.09.16 07:21"
2,"28.09.16 08:21","28.09.16 08:40",0,,,"28.09.16 08:40"
1,"28.09.16 07:22","28.09.16 07:55",0,,,"28.09.16 08:00"
2,"28.09.16 07:56","28.09.16 08:16",0,,,"28.09.16 08:16"
2,"28.09.16 08:49","28.09.16 09:04",0,,,"28.09.16 09:04"
1,"28.09.16 09:36","28.09.16 09:37",0,,,"28.09.16 09:42"
3,"28.09.16 09:37","28.09.16 10:32",0,,,"28.09.16 10:32"
2,"28.09.16 11:58","28.09.16 12:22",0,,,"28.09.16 12:22"
1,"28.09.16 10:32","28.09.16 10:30",0,,,"28.09.16 10:35"
2,"28.09.16 10:45","28.09.16 11:37",0,,,"28.09.16 11:37"
2,"28.09.16 12:41","28.09.16 12:56",0,,,"28.09.16 12:56"
2,"28.09.16 13:03","28.09.16 13:11",0,,,"28.09.16 13:11"
2,"29.09.16 06:38","29.09.16 06:43",0,,,"29.09.16 06:43"
2,"28.09.16 15:21","29.09.16 06:20",0,,,"29.09.16 06:20"
2,"29.09.16 06:50","29.09.16 06:59",0,,,"29.09.16 06:59"
3,"29.09.16 07:57","29.09.16 08:59",0,,,"29.09.16 08:59"
2,"29.09.16 07:30","29.09.16 07:57",0,,,"29.09.16 07:57"
1,"29.09.16 08:59","29.09.16 09:18",0,,,"29.09.16 09:23"
2,"29.09.16 09:42","29.09.16 09:43",0,,,"29.09.16 09:48"
3,"29.09.16 09:43","29.09.16 10:24",0,,,"29.09.16 10:24"
1,"29.09.16 10:24","29.09.16 10:26",0,,,"29.09.16 10:31"
2,"29.09.16 11:08","29.09.16 11:14",0,,,"29.09.16 11:20"
3,"29.09.16 11:14","29.09.16 11:31",0,,,"29.09.16 11:31"
1,"29.09.16 11:31","29.09.16 11:30",0,,,"29.09.16 11:35"
2,"29.09.16 11:43","29.09.16 11:45",0,,,"29.09.16 11:50"
3,"29.09.16 11:45","29.09.16 12:07",0,,,"29.09.16 12:07"
3,"29.09.16 12:07","29.09.16 12:37",0,,,"29.09.16 12:37"
1,"29.09.16 12:07","29.09.16 12:07",0,,,"29.09.16 12:12"
1,"29.09.16 13:58","29.09.16 14:17",0,,,"29.09.16 14:21"
1,"29.09.16 12:37","29.09.16 12:43",0,,,"29.09.16 12:48"
1,"29.09.16 13:14","29.09.16 13:28",0,,,"29.09.16 13:33"
1,"29.09.16 14:40","29.09.16 14:42",0,,,"29.09.16 14:47"
3,"29.09.16 14:17","29.09.16 14:40",0,,,"29.09.16 14:40"
3,"29.09.16 14:42","30.09.16 05:44",0,,,"30.09.16 05:44"
1,"30.09.16 05:44","30.09.16 05:46",0,,,"30.09.16 05:51"
3,"30.09.16 05:46","30.09.16 05:53",0,,,"30.09.16 05:53"
2,"30.09.16 06:04","30.09.16 06:08",0,,,"30.09.16 06:13"
1,"30.09.16 05:53","30.09.16 06:01",0,,,"30.09.16 06:06"
3,"30.09.16 06:08","30.09.16 06:26",0,,,"30.09.16 06:26"
1,"30.09.16 06:26","30.09.16 06:28",0,,,"30.09.16 06:33"
1,"30.09.16 07:14","30.09.16 07:19",0,,,"30.09.16 07:24"
3,"30.09.16 07:19","30.09.16 07:23",0,,,"30.09.16 07:29"
2,"30.09.16 07:23","30.09.16 07:38",0,,,"30.09.16 07:43"
2,"30.09.16 07:38","30.09.16 07:42",0,,,"30.09.16 07:47"
3,"30.09.16 07:42","30.09.16 09:00",0,,,"30.09.16 09:00"
3,"30.09.16 09:13","30.09.16 09:23",0,,,"30.09.16 09:23"
1,"30.09.16 09:00","30.09.16 09:13",0,,,"30.09.16 09:18"
1,"30.09.16 09:23","30.09.16 09:24",0,,,"30.09.16 09:29"
3,"30.09.16 09:24","30.09.16 10:25",0,,,"30.09.16 10:25"
1,"30.09.16 10:25","30.09.16 10:29",0,,,"30.09.16 10:34"
3,"30.09.16 10:29","30.09.16 10:34",0,,,"30.09.16 10:34"
1,"30.09.16 10:34","30.09.16 10:35",0,,,"30.09.16 10:40"
3,"30.09.16 10:35","30.09.16 11:19",0,,,"30.09.16 11:19"
1,"30.09.16 11:19","30.09.16 11:21",0,,,"30.09.16 11:26"
3,"30.09.16 11:21","30.09.16 11:47",0,,,"30.09.16 11:47"
1,"30.09.16 11:47","30.09.16 11:51",0,,,"30.09.16 11:56"
3,"30.09.16 11:51","30.09.16 12:20",0,,,"30.09.16 12:20"
1,"30.09.16 12:20","30.09.16 12:28",0,,,"30.09.16 12:33"
3,"30.09.16 12:28","30.09.16 12:35",0,,,"30.09.16 12:34"
1,"30.09.16 12:35","30.09.16 12:52",0,,,"30.09.16 12:56"
3,"30.09.16 12:52","30.09.16 13:07",0,,,"30.09.16 13:07"
1,"30.09.16 13:07","30.09.16 13:33",0,,,"30.09.16 13:38"
3,"11.10.16 15:28","12.10.16 06:29",0,,,"12.10.16 06:34"
1,"12.10.16 07:51","12.10.16 07:54",0,,,"12.10.16 07:59"
3,"12.10.16 07:54","12.10.16 08:03",0,,,"12.10.16 08:03"
1,"12.10.16 08:03","12.10.16 08:09",0,,,"12.10.16 08:14"
3,"12.10.16 08:09","12.10.16 09:00",0,,,"12.10.16 09:00"
