"COILIDOUT","COILIDIN","ALLOYCODE","ENTRYTHICK","EXITTHICK","ENTRYWIDTH","ENTRYDIAMPDI","EXITWEIGHTMEAS","DTSTARTROLL","DTDEPARTURE","DTENDROLLING","LENGTHPHASEEXIT","LENGTHTHICKTOL"
"1800035700B100","1800035700Y100",SPCC,3.5,0.9,1285,1969,24958.7885955659,"16.03.18 11:37","16.03.18 13:18","03.16.18 12:02",0,0
"1800035000B100","1800035000Y100",SPCC,3.5,0.9,1285,1980,25171.6442166088,"16.03.18 11:04","16.03.18 12:50","03.16.18 11:26",0,0
"1800035500B100","1800035500Y100",SPCC,3.5,0.9,1285,1972,24968.6168150004,"16.03.18 11:26","16.03.18 13:11","03.16.18 11:52",0,0
"1800035900B100","1800035900Y100",SPCC,3.5,0.9,1285,1968,24907.1659228593,"16.03.18 12:15","19.03.18 07:57","03.16.18 12:36",0,0
"1800036300B100","1800036300Y100",SPCC,3.5,0.9,1285,1970,24797.7614045899,"16.03.18 12:57","19.03.18 08:47","03.16.18 13:15",0,0
"1800041800B100","1800041800Y100",SPCC,3.5,0.9,1285,1963,24768.5287802328,"20.03.18 23:05","21.03.18 07:35","03.20.18 23:29",0,0
"1800045000B100","1800045000Y100",SPCC,3,0.7,1285,1845,21323.3839391445,"20.03.18 16:56","21.03.18 07:39","03.20.18 17:36",0,0
"1800044000B100","1800044000Y100",SPCC,3,0.7,1285,1846,18581.7439783895,"20.03.18 12:47","20.03.18 19:59","03.20.18 16:31",0,0
"1800022400B100","1800022400Y100",SPCC,2.505,0.8,1291,2012,23777.1625747367,"22.02.18 10:53","23.02.18 06:47","02.22.18 14:55",0,0
"1800002900B100","1800002900Y100",SPCC,2.505,0.8,1291,2005,26414.1475919625,"19.02.18 14:34","20.02.18 07:08","02.19.18 14:56",0,0
"1800023700B100","1800023700Y100",SPCC,2.505,0.8,1291,2012,23236.761057459,"24.02.18 12:57","24.02.18 16:06","02.24.18 13:10",0,0
"1800007800B100","1800007800Y100",SPCC,2.505,0.8,1295,2005,28379.9814168078,"20.02.18 08:35","23.02.18 06:25","02.20.18 09:01",0,0
"1700021700B1A0","1700021700Y100",SPHD,2.3,0.7,1250,1829,1747.43678741052,"22.02.18 15:49","10.02.18 09:00","02.23.18 16:19",1.91914427280426,0
"1800002800B100","1800002800Y100",SPCC,2.505,0.8,1291,2007,28434.4839194531,"20.02.18 09:11","23.02.18 06:30","02.20.18 09:33",0,0
"1700002000B100","1700002000Y100",SPHD,2.5,0.8,1250,1769,19363.8051020337,"18.02.18 10:19","20.02.18 06:46","02.19.18 13:55",0,0
"1800002700B100","1800002700Y100",SPCC,2.504,0.5,1293,2005,25945,"19.02.18 13:49","20.02.18 07:06","02.19.18 14:38",0,0
"1800006300B120","1800006300Y100",SPCC,2.506,0.8,1294,2005,23544.1664743842,"20.02.18 09:43","22.02.18 15:56","02.21.18 14:47",0,0
"1800002400B100","1800002400Y100",SPCC,2.505,0.8,1291,2006,28378.3410276,"21.02.18 14:44","22.02.18 16:01","02.21.18 15:10",0,0
"1800022600B100","1800022600Y100",SPCC,2.505,0.8,1291,2012,28469.7014766619,"22.02.18 15:07","23.02.18 06:44","02.22.18 15:25",0,0
"1800007700B100","1800007700Y100",SPCC,2.505,0.8,1290,2012,26618.7185800952,"19.02.18 14:54","21.02.18 15:37","02.20.18 08:41",1.16912925243378,0
"1800007000B100","1800007000Y100",SPCC,3.502,0.8,1290,2008,22770.541440345,"24.02.18 22:50","24.02.18 23:25","02.24.18 23:22",0,0
"1800022800B100","1800022800Y100",SPCC,2.505,0.8,1291,2012,22468.9068607211,"23.02.18 16:39","24.02.18 13:03","02.23.18 17:49",0,0
"1700021700B100","1700021700Y100",SPHD,2.3,0.7,1250,1829,18913.1890004591,"22.02.18 15:49","24.02.18 12:45","02.23.18 16:56",0,0
"1800024500B100","1800024500Y100",SPCC,2.505,0.8,1291,2012,23021.7949239031,"24.02.18 16:00","24.02.18 23:27","02.24.18 16:21",0,0
"1800044200B100","1800044200Y100",SPCC,3,0.7,1285,1842,21178.9715168538,"20.03.18 16:39","20.03.18 20:43","03.20.18 16:55",0,0
"1800023500B100","1800023500Y100",SPCC,2.505,0.8,1291,2012,23242.412535937,"24.02.18 12:18","24.02.18 12:58","02.24.18 12:41",0,0
"1800022900B100","1800022900Y100",SPCC,2.505,0.8,1291,2012,23270.7490903274,"23.02.18 17:45","24.02.18 13:34","02.23.18 18:08",0,0
"1800023000B100","1800023000Y100",SPCC,2.505,0.8,1291,2012,23391.4590948587,"23.02.18 18:07","24.02.18 13:38","02.23.18 18:23",0,0
"1800022700B100","1800022700Y100",SPCC,2.505,0.8,1291,2012,0,"22.02.18 15:22","23.02.18 06:56","02.23.18 06:55",0,0
"1800022300B100","1800022300Y100",SPCC,2.505,0.8,1291.5,2012,26978.9107301893,"21.02.18 15:20","23.02.18 06:52","02.22.18 14:20",0,0
"1800022200B100","1800022200Y100",SPCC,2.505,0.8,1291,2012,28648.1158286942,"21.02.18 15:06","23.02.18 06:56","02.21.18 15:28",0,0
"1800022500B100","1800022500Y100",SPCC,2.505,0.8,1291,2012,28434.0324509725,"22.02.18 14:47","23.02.18 06:57","02.22.18 15:11",0,0
"1800007100B100","1800007100Y100",SPCC,3.503,0.8,1290,2019,23134.0569662393,"24.02.18 23:02","25.02.18 08:37","02.25.18 00:05",0,0
"1800006300B110","1800006300Y100",SPCC,2.506,0.8,1294,2005,4643.71909133774,"20.02.18 09:43","22.02.18 15:51","02.21.18 14:27",0,0
"1800023900B100","1800023900Y100",SPCC,2.505,0.8,1291,2012,23013.9544440171,"24.02.18 13:43","24.02.18 15:00","02.24.18 14:16",0,0
"1800024400B100","1800024400Y100",SPCC,2.505,0.8,1291,2012,22831.7751460161,"24.02.18 15:28","24.02.18 23:17","02.24.18 16:02",0,0
"1800006700B100","1800006700Y100",SPCC,3.502,0.8,1292,2230,23139.6114670676,"24.02.18 22:40","25.02.18 08:48","02.24.18 23:00",0,0
"1800024800B100","1800024800Y100",SPCC,2.505,0.8,1291,2012,22765.0020998143,"24.02.18 18:13","24.02.18 22:31","02.24.18 22:26",0,0
"1800006200B100","1800006200Y100",SPCC,3.503,0.8,1291,2008,22910.783985359,"25.02.18 01:07","25.02.18 08:55","02.25.18 01:28",0,0
"1800024300B100","1800024300Y100",SPCC,2.505,0.8,1291,2012,22996.4062935786,"24.02.18 15:15","24.02.18 23:10","02.24.18 15:29",0,0
"1800024100B100","1800024100Y100",SPCC,2.505,0.8,1291,2012,22828.4744347734,"24.02.18 14:30","24.02.18 22:53","02.24.18 15:01",0,0
"1800002500B100","1800002500Y100",SPCC,3.503,0.8,1296,2005,22878.702502878,"24.02.18 22:28","24.02.18 22:58","02.24.18 22:49",0,0
"1800024200B100","1800024200Y100",SPCC,2.505,0.8,1291,2012,23066.6797782461,"24.02.18 14:52","24.02.18 23:00","02.24.18 15:17",0,0
"1800024000B100","1800024000Y100",SPCC,2.505,0.8,1291,2012,23238.3735529931,"24.02.18 13:23","24.02.18 14:05","02.24.18 13:33",0,0
"1800023200B100","1800023200Y100",SPCC,2.505,0.8,1291,2012,23309.4747968408,"24.02.18 11:05","24.02.18 14:13","02.24.18 11:27",0,0
"1800023100B100","1800023100Y100",SPCC,2.505,0.8,1291,2012,23268.3759512224,"23.02.18 18:28","24.02.18 14:14","02.24.18 11:09",0,0
"1800023600B100","1800023600Y100",SPCC,2.505,0.8,1291,2012,23151.6309303736,"24.02.18 12:45","24.02.18 15:34","02.24.18 12:55",0,0
"1800023300B100","1800023300Y100",SPCC,2.505,0.8,1291,2012,23176.6030997384,"24.02.18 11:40","24.02.18 15:18","02.24.18 12:29",0,0
"1800023400B100","1800023400Y100",SPCC,2.505,0.8,1291,2012,23076.6868876704,"24.02.18 11:27","24.02.18 15:14","02.24.18 12:07",0,0
"1800010800B1A0","1800010800Y100",SPCC,3.503,0.8,1294,2005,1429.91919702558,"26.02.18 13:19",,"02.27.18 13:27",0,0
"1800024600B100","1800024600Y100",SPCC,2.505,0.8,1291,2012,23012.9391053137,"24.02.18 16:17","25.02.18 00:09","02.24.18 16:33",0,0
"1800023800B100","1800023800Y100",SPCC,2.505,0.8,1291,2012,23142.1366530402,"24.02.18 13:12","24.02.18 16:25","02.24.18 13:21",0,0
"1800007200B1A0","1800007200Y100",SPCC,3.502,0.8,1290,2012,0,"25.02.18 01:29","25.02.18 09:08","02.26.18 07:08",,
"1800006500B100","1800006500Y100",SPCC,3.503,0.8,1291,2015,23175.9891830008,"25.02.18 01:21","25.02.18 09:01","02.25.18 01:38",0,0
"1800036400B1A0","1800036400Y100",SPCC,3.5,0.9,1285,1970,1286.02055165336,"16.03.18 13:17",,"03.19.18 15:31",0,0
"1800007300B100","1800007300Y100",SPCC,3.502,0.8,1291,2009,22687.5366342195,"24.02.18 23:54","25.02.18 00:20","02.25.18 00:16",0,0
"1800044900B100","1800044900Y100",SPCC,3,0.7,1285,1847,25702.3240372825,"20.03.18 17:17","21.03.18 07:45","03.20.18 18:06",0,0
"1800037200B100","1800037200Y100",SPCC,3.5,0.9,1285,1973,25028.6670119206,"20.03.18 19:47","21.03.18 07:51","03.20.18 20:37",0,0
"1800024700B100","1800024700Y100",SPCC,2.505,0.8,1291,2012,23181.1635193385,"24.02.18 16:31","25.02.18 01:27","02.24.18 16:44",0,0
"1800006100B100","1800006100Y100",SPCC,3.503,0.8,1292,2018,22998.4920402032,"25.02.18 00:05","25.02.18 01:21","02.25.18 01:18",0,0
"1800037300B100","1800037300Y100",SPCC,3,0.8,1285,1974,25060.666006458,"20.03.18 20:27","21.03.18 07:57","03.20.18 20:52",0,0
"1800006900B100","1800006900Y100",SPCC,3.003,0.7,1295,2006,26278.8797155202,"24.02.18 20:39","25.02.18 01:40","02.24.18 22:37",0,0
"1800036400B100","1800036400Y100",SPCC,3.5,0.9,1285,1970,22429.0757458833,"16.03.18 13:17","20.03.18 14:28","03.20.18 09:23",0,0
"1800043200B100","1800043200Y100",SPCC,3.5,0.8,1285,1841,21320.5312832033,"21.03.18 07:43","21.03.18 08:59","03.21.18 08:10",0,0
"1800043900B100","1800043900Y100",SPCC,3.5,0.8,1285,1847,20051.9846536736,"20.03.18 23:14","21.03.18 09:23","03.21.18 07:33",0,0
"1800051000B100","1800051000Y100",SPCC,5,1.2,1285,1811,20219.7859893841,"24.03.18 13:17","24.03.18 16:42","03.24.18 14:15",0,0
"1800051100B100","1800051100Y100",SPCC,5,1.2,1285,1811,20146.2724351724,"24.03.18 13:55","24.03.18 16:44","03.24.18 14:22",0,0
"1800050800B100","1800050800Y100",SPCC,5,1.2,1285,1809,20268.414017953,"24.03.18 13:09","24.03.18 14:13","03.24.18 13:37",0,0
"1800044000B1A0","1800044000Y100",SPCC,3,0.7,1285,1846,951.095363774042,"20.03.18 12:47",,"03.20.18 16:13",0,0
"1800054700B100","1800054700Y100",SPCC,4.5,1,1285,1790,19662.8925669415,"24.03.18 14:44","25.03.18 08:09","03.24.18 16:38",0,0
"1800051200B100","1800051200Y100",SPCC,5,1.2,1285,1800,19822.864023357,"24.03.18 14:05","24.03.18 16:50","03.24.18 14:29",0,0
"1800045100B100","1800045100Y100",SPCC,3.5,0.8,1285,1844,21198.6511408839,"21.03.18 07:58","21.03.18 12:18","03.21.18 08:29",0,0
"1800044000B1B0","1800044000Y100",SPCC,3,0.7,1285,1846,983.999068461361,"20.03.18 12:47","20.03.18 18:31","03.20.18 16:22",0,0
"1800010100B100","1800010100Y100",SPCC,4,0.9,1535,1908,27259.1328703723,"20.03.18 18:01","21.03.18 06:51","03.20.18 18:27",0,0
"1800037000B100","1800037000Y100",SPCC,3.5,0.9,1285,1969,24876.9456639805,"20.03.18 18:33","21.03.18 07:06","03.20.18 19:21",0,0
"1800044100B100","1800044100Y100",SPCC,3,0.7,1285,1851,21515.1277174681,"20.03.18 13:15","20.03.18 20:33","03.20.18 16:48",0,0
"1800010200B100","1800010200Y100",SPCC,4,0.9,1535,1908,23314.3007231393,"20.03.18 18:01","21.03.18 06:58","03.20.18 18:55",0,0
"1800043900B1A0","1800043900Y100",SPCC,3.5,0.8,1285,1847,1398.00077736887,"20.03.18 23:14",,"03.21.18 07:14",0,0
"1800010400B100","1800010400Y100",SPCC,4,0.9,1535,1901,23202.4673601554,"20.03.18 18:59","21.03.18 07:18","03.20.18 20:11",0,0
"1800010300B100","1800010300Y100",SPCC,4,0.9,1535,1904,22904.9738598914,"20.03.18 19:15","21.03.18 07:25","03.20.18 20:26",0,0
"1800044800B100","1800044800Y100",SPCC,3,0.7,1285,1846,21250.8536828505,"20.03.18 16:48","21.03.18 07:33","03.20.18 17:05",96.3439407348633,0
"1800043700B100","1800043700Y100",SPCC,3.5,0.8,1285,1852,21516.0780269722,"20.03.18 23:34","21.03.18 08:40","03.21.18 07:43",0,0
"1800052100B100","1800052100Y100",SPCC,4.5,1,1285,1802,19608.8635569171,"24.03.18 10:08","24.03.18 14:36","03.24.18 12:40",0,0
"1800042600B100","1800042600Y100",SPCC,3.5,0.8,1285,1839,21272.0585391139,"21.03.18 10:32","21.03.18 14:40","03.21.18 11:18",0,0
"1800043500B100","1800043500Y100",SPCC,3.5,0.8,1285,1839,20883.4953795788,"21.03.18 10:43","21.03.18 14:33","03.21.18 12:26",0,0
"1800041900B100","1800041900Y100",SPCC,3.5,0.9,1285,1962,24614.6611319202,"21.03.18 11:03","21.03.18 14:48","03.21.18 12:33",0,0
"1800045500B100","1800045500Y100",SPCC,3.5,0.8,1535,1858,25946.7588233849,"21.03.18 12:51","21.03.18 15:43","03.21.18 13:34",0,0
"1800048500B100","1800048500Y100",SPCC,3,0.7,1285,1855,21611.6707941813,"21.03.18 14:26","21.03.18 16:06","03.21.18 14:42",2758.462890625,6.41964721679688
"1800052200B100","1800052200Y100",SPCC,4.5,1,1285,1793,19503.7537269635,"24.03.18 10:14","24.03.18 14:36","03.24.18 13:12",0,0
"1800042000B100","1800042000Y100",SPCC,3.5,0.9,1285,1966,24720.6634399796,"21.03.18 12:36","21.03.18 15:02","03.21.18 12:49",1395.79748535156,4.4913330078125
"1800045600B100","1800045600Y100",SPCC,3.5,0.8,1535,1859,25950.7302005945,"21.03.18 13:09","21.03.18 15:48","03.21.18 13:58",0,0
"1800051300B100","1800051300Y100",SPCC,5,1.2,1285,1813,20308.6420399144,"24.03.18 14:32","25.03.18 08:13","03.24.18 16:18",0,0
"1800045200B100","1800045200Y100",SPCC,3,0.7,1285,1846,25256.9534377405,"21.03.18 12:44","21.03.18 15:43","03.21.18 13:12",0,0
"1800042900B100","1800042900Y100",SPCC,3.5,0.8,1285,1844,21387.4524313535,"21.03.18 07:28","21.03.18 10:35","03.21.18 07:53",0,0
"1800043800B100","1800043800Y100",SPCC,3.5,0.8,1285,1839,21213.9737094827,"21.03.18 08:44","21.03.18 13:57","03.21.18 10:49",0,0
"1800042400B100","1800042400Y100",SPCC,3.5,0.8,1285,1836,21307.4068386509,"21.03.18 08:08","21.03.18 13:49","03.21.18 10:20",0,0
"1800048600B100","1800048600Y100",SPCC,3,0.7,1285,1856,21631.838514301,"21.03.18 14:07","21.03.18 15:59","03.21.18 14:32",0,0
"1800042500B100","1800042500Y100",SPCC,3.5,0.8,1285,1842,21148.4573731813,"21.03.18 08:27","21.03.18 13:42","03.21.18 10:36",0,0
"1800043600B100","1800043600Y100",SPCC,3,0.7,1285,1848,21381.3741037352,"21.03.18 12:27","21.03.18 14:55","03.21.18 12:41",0,0
"1800048700B100","1800048700Y100",SPCC,3,0.7,1285,1855,27372.4014690297,"21.03.18 14:33","21.03.18 16:13","03.21.18 14:53",0,0
"1800059500B100","1800059500Y100",SPCC,5.5,1.66,1285,1762,19118.72185634,"24.03.18 14:15","25.03.18 08:21","03.24.18 14:37",0,0
"1800051500B100","1800051500Y100",SPCC,5,1.2,1285,1808,20025.4672185386,"24.03.18 14:37","25.03.18 11:35","03.24.18 16:26",0,0
"1800052500B100","1800052500Y100",SPCC,4.5,1,1285,1787,19871.0772309253,"24.03.18 12:56","24.03.18 14:42","03.24.18 13:20",0,0
"1800051400B100","1800051400Y100",SPCC,5,1.2,1285,1813,20168.3538535796,"24.03.18 14:20","24.03.18 16:25","03.24.18 14:43",0,0
"1800050900B100","1800050900Y100",SPCC,5,1.2,1285,1800,20227.4296068402,"24.03.18 13:04","24.03.18 14:50","03.24.18 13:28",0,0
"1800087400B100","1800087400Y100",SPCC,3,0.7,1285,1803,20206.9613361308,"10.04.18 10:45","10.04.18 16:54","04.10.18 11:21",0,0
"1800095600B100","1800095600Y100",DC01,5,1.2,1296,1940,24961.0876340143,"08.04.18 07:54","10.04.18 07:54","04.08.18 08:38",1584.64172363281,2.21255493164063
"1800084500B100","1800084500Y100",SPCC,3,0.7,1285,0,20334.9594867367,"10.04.18 16:01","10.04.18 17:56","04.10.18 16:24",2373.28173828125,2.600341796875
"1800083200B100","1800083200Y100",SPCC,3,0.7,1285,1809,20283.1143672183,"10.04.18 16:41",,"04.10.18 17:01",2494.1103515625,3.367431640625
"1800084400B100","1800084400Y100",SPCC,3,0.7,1285,1833,20968.1522177173,"10.04.18 13:29","10.04.18 17:30","04.10.18 16:14",1894.33935546875,1.96890258789063
"1800084700B100","1800084700Y100",SPCC,3,0.7,1285,1812,18920.777865059,"10.04.18 11:56","10.04.18 17:23","04.10.18 16:02",2301.50805664063,1.89236450195313
"1800083400B100","1800083400Y100",SPCC,3,0.7,1285,0,20275.0222355625,"10.04.18 16:11","10.04.18 19:06","04.10.18 16:33",2434.50268554687,2.26358032226563
"1800087300B100","1800087300Y100",SPCC,3,0.7,1285,1811,20140.022586559,"10.04.18 10:52","10.04.18 17:04","04.10.18 11:52",1610.57214355469,1.46099853515625
"1800084300B100","1800084300Y100",SPCC,3,0.7,1285,0,20316.5541894574,"10.04.18 16:23","10.04.18 19:14","04.10.18 16:41",2437.83081054688,3.61080932617188
"1800124300B110","1800124300Y100",SPCC-1B,2.75,0.56,1255,1883,2416.52652285215,"09.04.18 14:38","10.04.18 11:41","04.10.18 09:04",0,0
"1800124300B120","1800124300Y100",SPCC-1B,2.75,0.56,1255,1883,19227.2575565199,"09.04.18 14:38","10.04.18 12:05","04.10.18 09:20",2824.64672851562,3.7127685546875
"1800131800B1R0","1800131800Y100",SPCC-1B,2.75,0.56,1255,1870,1529.77487301158,,"10.04.18 12:17","04.10.18 10:02",0,0
"1800131800B100","1800131800Y100",SPCC-1B,2.75,0.56,1255,1870,20287.4802260471,,"10.04.18 16:16","04.10.18 10:28",1497.41809082031,2.16741943359375
"1800087600B100","1800087600Y100",SPCC,3,0.7,1285,0,20154.8357635,"10.04.18 09:19","10.04.18 16:23","04.10.18 10:35",1894.58312988281,2.46759033203125
"1800083300B100","1800083300Y100",SPCC,3,0.7,1285,0,20250.0363581419,"10.04.18 16:32",,"04.10.18 16:52",1967.68542480469,2.47027587890625
"1800088100B100","1800088100Y100",SPCC,3,0.7,1285,0,20100.5534664913,"10.04.18 10:28","10.04.18 16:30","04.10.18 10:45",2512.62353515625,2.65460205078125
"1800083100B100","1800083100Y100",SPCC,3,0.7,1285,0,20256.4041801519,"10.04.18 16:51",,"04.10.18 17:08",2449.87475585937,4.06414794921875
"1800087700B100","1800087700Y100",SPCC,3,0.7,1285,1809,20202.26546694,"10.04.18 10:37","10.04.18 16:48","04.10.18 10:51",1745.05603027344,1.51513671875
"1800084600B100","1800084600Y100",SPCC,3,0.7,1285,0,20215.8541126591,"10.04.18 11:17","10.04.18 17:13","04.10.18 12:07",1932.00305175781,2.112060546875
"1800084700B1R0","1800084700Y100",SPCC,3,0.7,1285,1812,1441.60028542887,"10.04.18 11:56","10.04.18 17:19","04.10.18 15:50",0,0
"1661104600B100","16611046000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 20:43","09.05.18 20:25",,
"1661104200B100","16611042000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 20:25","08.17.18 12:58",,
"1800120000Y100","1800120000Y100","09C",5.5,1.5,1296,1891,23204.1901032261,"08.04.18 10:53","08.04.18 13:15","04.08.18 11:14",,
"1800124900B100","1800124900Y100","09C",5.5,1.5,1296,1891,23204.1901032261,"08.04.18 10:53","08.04.18 13:15","04.08.18 11:14",,
"1800118900B100","1800118900Y100","09C",5.5,1.5,1296,1891,23204.1901032261,"08.04.18 10:53","08.04.18 13:15","04.08.18 11:14",1131.97998046875,1.01565551757813
"1800119100B100","1800119100Y100",SPCC,4.5,1,1535,1752,22172.5575575346,"04.04.18 15:35","04.04.18 17:50","04.04.18 16:21",580.530334472656,0.34716796875
"1800119300B100","1800119300Y100",SPCC,3.5,0.8,1535,1835,24998.4851426795,"04.04.18 15:55","04.04.18 18:06","04.04.18 16:32",2050.83276367188,2.22946166992188
"1651108300B100","16511083000000","09C",3.2,1.12,1250,2100,0,,"16.08.18 11:01","08.16.18 10:08",,
"1651106900B100","16511069000000","09C",3.2,1.12,1250,2100,0,,"14.08.18 16:03","07.17.18 09:05",,
"1651103000B100","16511030000000","09C",3.2,1.12,1250,2100,0,,"16.08.18 13:07","08.16.18 13:07",,
"1651105000B100","16511050000000","09C",3.2,1.12,1250,2100,0,,"10.08.18 10:02","07.27.18 13:25",,
"1661107300B110","16611073000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 00:23","09.06.18 11:30",,
"1651108900B100","16511089000000","09C",3.2,1.12,1250,2100,0,,"16.08.18 08:28","07.25.18 13:41",,
"1661106800B100","16611068000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 11:10","09.06.18 11:06",0,0
"1661100600B110","16611006000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 04:32","09.06.18 11:52",,
"1661107700B100","16611077000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 00:41","09.05.18 00:35",,
"1661106300B100","16611063000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 11:32","09.06.18 10:01",,
"1661108700B100","16611087000000","09C",3.2,1.12,1250,2100,0,,"04.09.18 10:10","09.04.18 10:02",,
"1661109100B100","16611091000000","09C",3.2,1.12,1250,2100,0,,"04.09.18 11:29","09.03.18 13:25",0,0
"1661109600B100","16611096000000","09C",3.2,1.12,1250,2100,0,,"05.09.18 02:53","09.05.18 02:51",,
"1661101200B100","16611012000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 12:28","09.06.18 12:25",,
"1661101000B100","16611010000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 12:58","09.06.18 12:15",0,0
"1661101600B100","16611016000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 13:16","09.04.18 15:22",0,0
"1661100800B100","16611008000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 12:58","09.06.18 12:04",0,0
"1661100700B100","16611007000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 12:58","09.06.18 12:00",0,0
"1661101100B100","16611011000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 12:58","09.06.18 12:21",0,0
"1661101300B100","16611013000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 13:13","09.06.18 12:30",0,0
"1661100600B120","16611006000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 12:58","09.06.18 11:55",,
"1661105800B110","16611058000000","09C",3.2,1.12,1250,2100,0,,,"08.20.18 15:05",,
"1661107300B120","16611073000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 12:01","09.06.18 11:33",,
"1661100900B100","16611009000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 12:58","09.06.18 12:09",0,0
"1661101400B100","16611014000000","09C",3.2,1.12,1250,2100,0,,"06.09.18 13:11","09.06.18 12:35",0,0
"1661205000B100","16612050000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 16:08","09.11.18 13:43",,
"1661108500B110","16611085000000","09C",3.2,1.12,1250,2100,0,,,"08.29.18 13:09",,
"1661108500B120","16611085000000","09C",3.2,1.12,1250,2100,0,,"29.08.18 13:58","08.29.18 13:35",0,0
"1661205300B110","16612053000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 16:22","09.19.18 16:16",,
"1661100300B101","16611003000000","09C",3.2,1.12,1250,2100,0,,"04.09.18 14:31","09.04.18 14:25",,
"1661205900B140","16612059000000","09C",3.2,1.12,1250,2100,0,,"10.09.18 13:15","09.19.18 17:17",,
"1661103100B110","16611031000000","09C",3.2,1.12,1250,2100,0,,,"08.30.18 10:45",,
"1661101000B110","16611010000000","09C",3.2,1.12,1250,2100,0,,"04.09.18 15:04","09.04.18 15:02",,
"1661108800B100","16611088000000","09C",3.2,1.12,1250,2100,0,,"31.08.18 14:36","08.31.18 13:38",0,0
"1661205900B160","16612059000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 17:22","09.19.18 17:18",,
"1661201100B100","16612011000000","09C",3.2,1.12,1250,2100,0,,"11.09.18 09:33","09.11.18 09:12",,
"1661206000B110","16612060000000","09C",3.2,1.12,1250,2100,0,,"10.09.18 13:57","09.10.18 13:23",,
"1661109500B110","16611095000000","09C",3.2,1.12,1250,2100,0,,"27.08.18 15:42","09.03.18 13:54",,
"1661102000B100","16611020000000","09C",3.2,1.12,1250,2100,0,,"04.09.18 16:16","09.04.18 16:11",0,0
"1661102400B110","16611024000000","09C",3.2,1.12,1250,2100,0,,"03.09.18 06:41","09.04.18 16:23",,
"1661208900B100","16612089000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 19:19","09.19.18 19:15",,
"1661101700B110","16611017000000","09C",3.2,1.12,1250,2100,0,,,"08.21.18 14:39",,
"1661101700B120","16611017000000","09C",3.2,1.12,1250,2100,0,,"21.08.18 15:31","08.21.18 15:14",0,0
"1661209300B100","16612093000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 19:44","09.19.18 19:41",,
"1661209000B100","16612090000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 19:31","09.19.18 19:21",,
"1661209100B100","16612091000000","09C",3.2,1.12,1250,2100,28860.1244949296,,"19.09.18 19:33","09.19.18 19:30",0,746.770446777344
"1661103600B110","16611036000000","09C",3.2,1.12,1250,2100,0,,,"08.22.18 09:16",,
"1661104000B140","16611040000000","09C",3.2,1.12,1250,2100,0,,"24.08.18 08:14","08.23.18 16:37",,
"1661209400B100","16612094000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 19:57","09.19.18 19:47",,
"1661104500B110","16611045000000","09C",3.2,1.12,1250,2100,0,,,"08.22.18 10:06",,
"1661104000B130","16611040000000","09C",3.2,1.12,1250,2100,0,,"24.08.18 09:11","08.23.18 16:29",0,0
"1661104900B110","16611049000000","09C",3.2,1.12,1250,2100,0,,,"08.22.18 11:02",,
"1661104000B120","16611040000000","09C",3.2,1.12,1250,2100,0,,"24.08.18 09:11","08.23.18 15:45",0,0
"1661209200B100","16612092000000","09C",3.2,1.12,1250,2100,0,,"19.09.18 19:41","09.19.18 19:35",,
"1661201600B100","16612016000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 12:06","09.20.18 12:03",0,0
"1661209500B100","16612095000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 07:24","09.19.18 19:52",0,0
"1661206400B100","16612064000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 07:32","09.20.18 07:26",,
"1661107200B110","16611072000000","09C",3.2,1.12,1250,2100,0,,,"08.22.18 16:08",,
"1661206300B100","16612063000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 07:25","09.20.18 07:20",,
"1661206800B100","16612068000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 08:33","09.20.18 07:51",0,0
"1661206600B100","16612066000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 08:28","09.20.18 07:38",0,0
"1661208100B100","16612081000000","09C",3.2,1.12,1250,2100,0,,"20.09.18 09:21","09.12.18 11:46",,
