"COILIDOUT","COILIDIN","ALLOYCODE","ENTRYTHICK","EXITTHICK","ENTRYWIDTH","ENTRYDIAMPDI","EXITWEIGHTMEAS","DTSTARTROLL","DTDEPARTURE","DTENDROLLING","LENGTHPHASEEXIT","LENGTHTHICKTOL"
"1800112600B100","1800112600Y100",SPCC,5,1.2,1535,1799,23632.2676962255,"04.04.18 20:13","05.04.18 09:39","04.04.18 21:08",748.401123046875,0.486419677734375
"1800102900B100","1800102900Y100",SPCC,5.5,1.66,1535,1799,23855.871827502,"05.04.18 10:29","05.04.18 12:33","04.05.18 10:58",745.875793457031,1.03851318359375
"1800114500B100","1800114500Y100",SPCC,5,1.36,1535,1773,23481.425870617,"04.04.18 17:10","04.04.18 18:54","04.04.18 17:38",716.823852539062,0.575531005859375
"1800119400B100","1800119400Y100",SPCC,3.5,0.8,1535,1837,25010.5194746552,"04.04.18 16:28","04.04.18 19:08","04.04.18 17:05",443.836181640625,0.48406982421875
"1800104400B100","1800104400Y100",SPCC,5,1.2,1535,1782,23189.2763660445,"04.04.18 17:04","04.04.18 19:20","04.04.18 17:31",1206.19677734375,0.773788452148438
"1800103100B100","1800103100Y100",SPCC,5.5,1.66,1535,1795,23255.859718521,"05.04.18 10:38","05.04.18 12:45","04.05.18 11:04",516.838684082031,0.437835693359375
"1800112200B100","1800112200Y100",SPCC,5,1.2,1535,1794,23650.8089736838,"04.04.18 19:45","05.04.18 10:35","04.04.18 20:06",1225.84545898438,1.03646850585938
"1800115000B100","1800115000Y100",SPCC,5,1.36,1535,1753,22511.5039428802,"05.04.18 09:08","05.04.18 10:55","04.05.18 09:32",793.56201171875,0.558380126953125
"1800108300B100","1800108300Y100",SPCC,5,1.2,1535,1780,23697.8777480095,"04.04.18 17:54","04.04.18 19:46","04.04.18 18:17",841.116088867187,1.01959228515625
"1800108500B100","1800108500Y100",SPCC,5,1.2,1535,1778,23075.5245829283,"04.04.18 18:11","04.04.18 19:55","04.04.18 18:40",230.179275512695,0.169921875
"1800108600B100","1800108600Y100",SPCC,5,1.2,1535,1780,23768.9474502402,"04.04.18 18:31","04.04.18 21:21","04.04.18 18:53",822.391357421875,1.14923095703125
"1800103800B100","1800103800Y100",SPCC,5.5,1.66,1535,1796,24256.4756867334,"05.04.18 13:01","05.04.18 15:34","04.05.18 14:00",2.2781834602356,0
"1800103700B100","1800103700Y100",SPCC,5.5,1.66,1535,1812,24052.967248382,"05.04.18 12:49","05.04.18 15:12","04.05.18 13:06",762.522827148438,1.06558227539063
"1800102800B100","1800102800Y100",SPCC,5.5,1.66,1535,1790,23791.0150931267,"05.04.18 10:23","05.04.18 12:28","04.05.18 10:52",726.937377929687,0.8541259765625
"1800114800B100","1800114800Y100",SPCC,5,1.36,1535,1763,23047.5674007003,"05.04.18 08:58","05.04.18 10:49","04.05.18 09:24",570.8115234375,0.61517333984375
"1800108700B100","1800108700Y100",SPCC,5,1.2,1535,1787,23185.4158079143,"04.04.18 18:16","04.04.18 21:00","04.04.18 18:46",1268.39990234375,1.54487609863281
"1800110600B100","1800110600Y100",SPCC,5,1.36,1535,1785,23026.2401059298,"04.04.18 18:44","04.04.18 21:41","04.04.18 19:05",649.331481933594,0.595458984375
"1800113700B100","1800113700Y100",SPCC,5,1.36,1535,1777,22993.2713577874,"04.04.18 21:32","05.04.18 10:21","04.05.18 08:44",907.578063964844,0.78900146484375
"1800107300B100","1800107300Y100",SPCC,5,1.2,1535,1776,23441.0934008148,"06.04.18 09:44","06.04.18 17:34","04.06.18 16:19",1347.32800292969,1.21832275390625
"1800116800B100","1800116800Y100",SPCC,5,1.36,1535,1746,22303.3042173522,"05.04.18 09:39","05.04.18 11:18","04.05.18 10:07",0,0
"1800111600B100","1800111600Y100",SPCC,5,1.2,1535,1781,23597.4754447576,"04.04.18 18:51","04.04.18 21:53","04.04.18 19:12",1089.25537109375,1.01589965820313
"1800117000B100","1800117000Y100",SPCC,5,1.36,1535,1755,22494.5939291564,"05.04.18 09:47","05.04.18 11:24","04.05.18 10:11",603.408935546875,0.717620849609375
"1800113400B100","1800113400Y100",SPCC,5,1.36,1535,1770,23220.1549189503,"04.04.18 21:00","05.04.18 10:08","04.05.18 08:11",895.499816894531,0.4698486328125
"1800111500B100","1800111500Y100",SPCC,5,1.2,1535,1786,23547.6548235613,"04.04.18 18:58","05.04.18 08:16","04.04.18 19:18",1169.78942871094,1.5645751953125
"1800117600B100","1800117600Y100",SPCC,5.5,1.66,1535,1791,23867.2772831248,"05.04.18 16:40","05.04.18 19:03","04.05.18 17:11",354.311492919922,0.25201416015625
"1800117700B100","1800117700Y100",SPCC,5.5,1.66,1535,1792,23817.2916822689,"05.04.18 16:51","05.04.18 19:08","04.05.18 17:16",932.653625488281,0.62359619140625
"1800113000B100","1800113000Y100",SPCC,5,1.2,1535,1790,23898.4264964255,"04.04.18 20:47","05.04.18 09:53","04.04.18 21:32",686.799133300781,0.322021484375
"1800104000B100","1800104000Y100",SPCC,5.5,1.66,1535,1796,23938.8803909218,"05.04.18 13:54","05.04.18 16:01","04.05.18 15:19",0,0
"1800104500B100","1800104500Y100",SPCC,5,1.2,1535,1781,23088.1527725752,"05.04.18 08:33","05.04.18 10:38","04.05.18 09:08",961.289916992187,1.04290771484375
"1800103000B100","1800103000Y100",SPCC,5.5,1.66,1535,1803,23844.8997786065,"05.04.18 10:48","05.04.18 12:56","04.05.18 11:38",0,0
"1800106400B100","1800106400Y100",SPCC,5.5,1.66,1535,1797,24116.582706103,"05.04.18 16:04","05.04.18 18:10","04.05.18 16:26",872.267395019531,0.95684814453125
"1800112300B1R0","1800112300Y100",SPCC,5,1.2,1535,1799,1976.54388977994,"04.04.18 19:53","05.04.18 10:42","04.04.18 20:36",0,0
"1800114400B100","1800114400Y100",SPCC,5,1.36,1535,1780,23125.2925824958,"05.04.18 08:52","05.04.18 10:44","04.05.18 09:17",0,0
"1800112300B100","1800112300Y100",SPCC,5,1.2,1535,1799,21846.1242198863,"04.04.18 19:53","05.04.18 10:44","04.04.18 20:42",925.905700683594,1.20077514648438
"1800108800B100","1800108800Y100",SPCC,5,1.36,1535,1762,22706.3432089676,"05.04.18 20:30","06.04.18 17:29","04.06.18 16:12",0,0
"1800115100B100","1800115100Y100",SPCC,5,1.36,1535,1762,22818.6060095094,"05.04.18 09:15","05.04.18 11:01","04.05.18 09:40",640.939880371094,0.5423583984375
"1800103600B100","1800103600Y100",SPCC,5.5,1.66,1535,1797,23807.9492678691,"05.04.18 12:55","05.04.18 15:24","04.05.18 13:15",256.287261962891,0.284454345703125
"1800118100B100","1800118100Y100",SPCC,5,1.2,1535,1785,23256.0373379828,"05.04.18 10:07","05.04.18 12:22","04.05.18 10:36",1176.52380371094,1.7977294921875
"1800118000B100","1800118000Y100",SPCC,5,1.2,1535,1790,23605.2666968496,"05.04.18 09:55","05.04.18 11:58","04.05.18 10:18",811.492614746094,1.012939453125
"1800118200B100","1800118200Y100",SPCC,5,1.2,1535,1784,23694.971349764,"05.04.18 10:02","05.04.18 12:04","04.05.18 10:29",147.540466308594,0.19720458984375
"1800103200B100","1800103200Y100",SPCC,5.5,1.66,1535,1793,23632.1649263539,"05.04.18 10:55","05.04.18 13:06","04.05.18 11:46",0,0
"1800104200B100","1800104200Y100",SPCC,5.5,1.66,1535,1795,23853.9132587942,"05.04.18 14:05","05.04.18 16:48","04.05.18 15:26",472.166595458984,0.51007080078125
"1800107100B110","1800107100Y100",SPCC,5,1.2,1535,1780,2713.61255534124,"05.04.18 20:12","06.04.18 17:32","04.06.18 14:41",0,0
"1800104100B100","1800104100Y100",SPCC,5.5,1.66,1535,1797,23239.337127155,"05.04.18 15:29","05.04.18 17:16","04.05.18 15:50",342.981079101563,0.317626953125
"1800104600B100","1800104600Y100",SPCC,5.5,1.66,1535,1798,24050.0859882692,"05.04.18 14:25","05.04.18 16:53","04.05.18 15:32",885.26123046875,0.624221801757813
"1800119200B100","1800119200Y100",SPCC,5,1.36,1535,1760,20438.8752341157,"05.04.18 11:02","05.04.18 14:32","04.05.18 12:45",637.87939453125,0.94561767578125
"1800119200B1R0","1800119200Y100",SPCC,5,1.36,1535,1760,2340.74495912441,"05.04.18 11:02","05.04.18 14:23","04.05.18 12:39",0,0
"1800103400B100","1800103400Y100",SPCC,5.5,1.66,1535,1797,23798.9235286402,"05.04.18 12:22","05.04.18 15:25","04.05.18 13:01",527.367980957031,0.8558349609375
"1800103500B100","1800103500Y100",SPCC,5.5,1.66,1535,1782,23868.7161357549,"05.04.18 11:46","05.04.18 14:52","04.05.18 12:56",694.999572753906,0.868316650390625
"1800114100B100","1800114100Y100",SPCC,5,1.2,1535,1782,23587.6110915427,"06.04.18 14:50","06.04.18 17:41","04.06.18 16:28",398.507202148437,0.489013671875
"1800103900B100","1800103900Y100",SPCC,5.5,1.66,1535,1791,23784.0974963681,"05.04.18 13:09","05.04.18 15:45","04.05.18 14:10",393.372375488281,0.617431640625
"1800094700B100","1800094700Y100",DC01,5.5,1.8,1246,1923,23130.0242550405,"08.04.18 10:21","08.04.18 12:29","04.08.18 10:36",870.122619628906,0.56488037109375
"1800114700B100","1800114700Y100",SPCC,5,1.36,1535,1763,22706.1255091619,"06.04.18 16:29","06.04.18 18:09","04.06.18 16:51",1049.5703125,1.59213256835938
"1800117300B100","1800117300Y100",SPCC,5.5,1.66,1535,1795,23748.7241134381,"05.04.18 16:09","05.04.18 18:17","04.05.18 16:36",0,0
"1800119900B100","1800119900Y100",SPCC,5.5,1.66,1535,1800,24028.7182316918,"05.04.18 17:14","05.04.18 20:53","04.05.18 17:38",637.83154296875,0.804046630859375
"1800119700B100","1800119700Y100",SPCC,5.5,1.66,1535,1804,23859.7278058712,"05.04.18 17:01","05.04.18 20:04","04.05.18 17:21",803.445739746094,1.50469970703125
"1800105600B100","1800105600Y100",SPCC,5.5,1.66,1535,1784,24023.2777507073,"05.04.18 14:38","05.04.18 17:01","04.05.18 15:37",590.107788085937,0.7181396484375
"1800105200B100","1800105200Y100",SPCC,5,1.2,1535,1782,23535.5002152337,"05.04.18 17:25","05.04.18 20:56","04.05.18 17:46",965.15625,1.42840576171875
"1800114900B100","1800114900Y100",SPCC,5,1.36,1535,1758,22985.4061889176,"06.04.18 16:36","06.04.18 18:16","04.06.18 16:58",648.549987792969,0.6173095703125
"1800104900B100","1800104900Y100",SPCC,5,1.2,1535,1787,23623.3022205644,"05.04.18 17:30","05.04.18 21:01","04.05.18 17:55",897.560485839844,0.54705810546875
"1800105800B100","1800105800Y100",SPCC,5.5,1.66,1535,1799,23989.414245586,"05.04.18 15:35","05.04.18 17:26","04.05.18 15:54",751.002624511719,0.963897705078125
"1800105700B100","1800105700Y100",SPCC,5.5,1.66,1535,1798,24251.7985202603,"05.04.18 15:21","05.04.18 17:04","04.05.18 15:43",556.787475585937,0.921875
"1800106300B100","1800106300Y100",SPCC,5.5,1.66,1535,1802,23971.6318673998,"05.04.18 15:52","05.04.18 17:46","04.05.18 16:10",844.20947265625,0.918792724609375
"1800100000B100","1800100000Y100",DC01,5.5,1.8,1246,1921,23199.2275072836,"08.04.18 10:25","08.04.18 12:38","04.08.18 10:41",853.728576660156,0.636444091796875
"1800117200B100","1800117200Y100",SPCC,5.5,1.66,1535,1784,23866.2726312423,"05.04.18 16:15","05.04.18 18:22","04.05.18 16:47",0,0
"1800104300B100","1800104300Y100",SPCC,5.5,1.66,1535,1803,23786.932561074,"05.04.18 15:40","05.04.18 17:51","04.05.18 16:00",536.897827148437,0.872802734375
"1800114200B100","1800114200Y100",SPCC,5,1.2,1535,1772,23653.5194285038,"06.04.18 16:07","06.04.18 17:48","04.06.18 16:34",1254.56481933594,1.19784545898438
"1800106100B100","1800106100Y100",SPCC,5.5,1.66,1535,1804,24011.6722532695,"05.04.18 15:59","05.04.18 18:39","04.05.18 16:21",226.968872070313,0.269775390625
"1800056100B100","1800056100Y100",SPCC,3.5,0.8,1285,1781,19647.8270868343,"27.03.18 21:09",,"03.28.18 08:17",0,0
"1700001200B100","1700001200Y100",SPHD,2.5,0.6,1250,1826,3302.54900513287,"26.01.18 13:25","31.01.18 07:09","01.28.18 07:45",0,0
"1800085200B110","1800085200Y100",SPCC,4,0.9,1285,1796,8264.78993871561,"02.04.18 10:47","02.04.18 14:18","04.02.18 11:10",364.963348388672,0.9779052734375
"1800096000B100","1800096000Y100",SPCC,5,1.36,1285,1825,20519.9875416637,"02.04.18 09:09","02.04.18 15:23","04.02.18 09:35",267.291198730469,0.26727294921875
"1800096100B100","1800096100Y100",SPCC,5,1.36,1285,1829,20329.7427466165,"02.04.18 09:16","02.04.18 15:32","04.02.18 11:05",422.570251464844,0.455322265625
"1800095500B100","1800095500Y100",SPCC,4.5,1,1285,1792,20037.8580704391,"02.04.18 08:51","02.04.18 14:03","04.02.18 09:14",913.146362304687,1.033447265625
"1800077900B100","1800077900Y100",SPCC,3,0.7,1535,1836,25341.0620952731,"03.04.18 21:12","03.04.18 23:08","04.03.18 21:28",2076.9892578125,2.59613037109375
"1800095400B100","1800095400Y100",SPCC,4.5,1,1285,1792,19998.2925466418,"02.04.18 08:29","02.04.18 13:53","04.02.18 09:05",1280.15637207031,2.79595947265625
"1800109700B100","1800109700Y100",SPCC,3.5,0.8,1535,1824,25052.8267710085,"03.04.18 20:56","03.04.18 23:14","04.03.18 21:10",2137.06225585938,4.16139221191406
"1800085200B1R0","1800085200Y100",SPCC,4,0.9,1285,1796,1562.6872958953,"02.04.18 10:47","02.04.18 15:41","04.02.18 11:07",0,0
"1800076100B100","1800076100Y100",SPCC,3,0.7,1285,1797,20058.7305554408,"03.04.18 13:50","03.04.18 16:58","04.03.18 14:01",2234.46362304688,4.33810424804688
"1800116300B100","1800116300Y100",SPCC,3.5,0.8,1385,1864,23485.1545808002,"03.04.18 14:15","03.04.18 21:11","04.03.18 16:46",2238.58837890625,3.32229614257813
"1800085200B150","1800085200Y100",SPCC,4,0.9,1285,1796,1273.97543062162,"02.04.18 10:47","03.04.18 10:16","04.03.18 06:34",0,0
"1800095300B100","1800095300Y100",SPCC,4.5,1,1285,1809,20003.7575773209,"02.04.18 07:54","02.04.18 13:46","04.02.18 09:01",1423.56408691406,1.66497802734375
"1800076600B100","1800076600Y100",SPCC,3,0.7,1285,1802,17025.6753817718,"02.04.18 11:02","03.04.18 13:24","04.03.18 08:16",1853.95385742187,1.7171630859375
"1800094100B100","1800094100Y100",SPCC,3.5,0.8,1285,1815,19652.4223661046,"31.03.18 15:52","02.04.18 13:39","04.02.18 08:52",1856.84033203125,2.10272216796875
"1800097800B100","1800097800Y100",SPCD,5,1.2,1285,1855,21743.2702075978,"03.04.18 09:57","03.04.18 13:26","04.03.18 11:33",1377.96496582031,1.43161010742188
"1700090720B100","17000907000000",SPHD,2.5,0.6,1250,1831,9504.86709515519,"03.04.18 08:24","03.04.18 13:09","04.03.18 09:41",653.356201171875,653.502990722656
"1800097900B100","1800097900Y100",SPCD,5,1.2,1285,1843,21621.6080056295,"03.04.18 10:13","03.04.18 13:30","04.03.18 11:50",1451.09411621094,1.57197570800781
"1800097200B100","1800097200Y100",SPCC,6,2.5,1285,1812,20307.0556332638,"03.04.18 11:24","03.04.18 13:34","04.03.18 11:55",444.123809814453,0.144012451171875
"1800094100B1R0","1800094100Y100",SPCC,3.5,0.8,1285,1815,1010.7674679834,"31.03.18 15:52","02.04.18 15:09","04.02.18 08:40",0,0
"1800095900B100","1800095900Y100",SPCC,5,1.36,1285,1823,20494.5648486508,"02.04.18 09:00","02.04.18 15:11","04.02.18 09:21",902.291931152344,1.1766357421875
"1800109400B100","1800109400Y100",SPCC,3.5,0.8,1535,1838,25198.1378299815,"03.04.18 16:33","03.04.18 21:17","04.03.18 16:53",1871.17944335937,2.482421875
"1700051110B100","17000511000000",SPHD,2.3,0.6,1250,1826,10572.3022278674,"03.04.18 07:35","03.04.18 13:34","04.03.18 08:26",368.024291992187,280.269775390625
"1800077600B100","1800077600Y100",SPCC,3,0.7,1535,1839,25165.618036777,"03.04.18 20:00","03.04.18 23:04","04.03.18 20:22",2512.9990234375,2.38961791992188
"1800076300B100","1800076300Y100",SPCC,3,0.7,1285,1805,20061.2288141551,"03.04.18 14:01","03.04.18 17:06","04.03.18 14:14",2285.64526367187,4.07839965820313
"1800076200B100","1800076200Y100",SPCC,3,0.7,1285,1798,20053.6364761357,"03.04.18 13:55","03.04.18 17:01","04.03.18 14:08",2242.57641601563,5.46491241455078
"1800091700B100","1800091700Y100",SPCC,3.5,0.8,1285,1818,20577.152029281,"03.04.18 13:25","03.04.18 16:44","04.03.18 13:42",2143.80859375,2.35281372070313
"1800109500B100","1800109500Y100",SPCC,3.5,0.8,1535,1828,25148.5737786051,"03.04.18 16:44","03.04.18 21:23","04.03.18 17:01",1940.77807617188,2.94825744628906
"1700090710B100","17000907000000",SPHD,2.5,0.6,1250,1831,10362.1069497746,"03.04.18 08:24","03.04.18 14:09","04.03.18 08:41",1361.68444824219,1335.94958496094
"1800085200B1S0","1800085200Y100",SPCC,4,0.9,1285,1796,1401.37813991313,"02.04.18 10:47","03.04.18 10:19","04.03.18 07:58",0,0
"1800091800B100","1800091800Y100",SPCC,3.5,0.8,1285,1820,20572.5427179896,"03.04.18 13:33","03.04.18 16:49","04.03.18 13:49",1849.26953125,3.739501953125
"1800085200B160","1800085200Y100",SPCC,4,0.9,1285,1796,6710.97028748012,"02.04.18 10:47","03.04.18 10:22","04.03.18 08:03",83.42529296875,0.0695648193359375
"1800097600B100","1800097600Y100",SPCD,5,1.2,1285,1846,21709.6933165799,"03.04.18 12:55","03.04.18 16:53","04.03.18 13:13",1347.0224609375,1.6614990234375
"1800076000B100","1800076000Y100",SPCC,3,0.7,1285,1799,20100.5774262623,"03.04.18 13:41","03.04.18 16:53","04.03.18 13:55",2283.90478515625,4.8275146484375
"1800097700B100","1800097700Y100",SPCD,4.5,1,1285,1853,21629.3059573483,"03.04.18 13:00","03.04.18 17:02","04.03.18 13:19",1688.65966796875,2.818359375
"1800085300B100","1800085300Y100",SPCC,4,0.9,1285,1790,19910.0749503335,"03.04.18 08:42","03.04.18 13:23","04.03.18 10:00",1586.10229492188,2.8892822265625
"1800098100B100","1800098100Y100",SPCD,4.5,1,1285,1864,21646.7575854528,"03.04.18 13:09","03.04.18 17:10","04.03.18 13:26",1682.61059570312,2.29647827148438
"1800076500B100","1800076500Y100",SPCC,3,0.7,1285,1801,19809.1700433671,"03.04.18 08:34","03.04.18 13:14","04.03.18 09:51",2380.57373046875,3.15048217773438
"1800077500B100","1800077500Y100",SPCC,3,0.7,1535,1853,25770.7341837624,"03.04.18 17:01","03.04.18 22:58","04.03.18 20:12",2259.40014648437,2.833984375
"1800097500B100","1800097500Y100",SPCD,4.5,1,1285,1852,21694.8368661478,"03.04.18 12:14","03.04.18 14:21","04.03.18 13:06",1716.30078125,2.57748413085938
"1800096700B100","1800096700Y100",SPCC,4,0.9,1285,1793,19667.2107332925,"03.04.18 09:47","03.04.18 13:19","04.03.18 11:26",520.762268066406,0.37744140625
"1800091600B100","1800091600Y100",SPCC,3.5,0.8,1285,1818,20568.0097317666,"03.04.18 13:16","03.04.18 17:19","04.03.18 13:34",2097.220703125,3.35997009277344
"1700051120B100","17000511000000",SPHD,2.3,0.6,1250,1826,6815.07277322669,"03.04.18 07:35","03.04.18 14:07","04.03.18 08:32",789.305114746094,786.948547363281
"1800097300B110","1800097300Y100",SPCC,6,2.5,1285,1810,4567.69190874298,"03.04.18 11:35","03.04.18 14:46","04.03.18 12:05",0,0
"1800097300B120","1800097300Y100",SPCC,6,2.5,1285,1810,15684.5687378204,"03.04.18 11:35","03.04.18 14:50","04.03.18 12:09",214.034942626953,0.0341796875
"1800098000B100","1800098000Y100",SPCD,5,1.2,1285,1855,21667.0688670835,"03.04.18 11:47","03.04.18 15:01","04.03.18 12:52",2259.99780273437,1.585205078125
"1800097400B100","1800097400Y100",SPCD,4.5,1,1285,1853,21698.7794104163,"03.04.18 11:55","03.04.18 15:12","04.03.18 13:00",3037.18505859375,5.77374267578125
"1800077400B100","1800077400Y100",SPCC,3,0.7,1535,1835,25204.0525494547,"03.04.18 21:02","03.04.18 23:02","04.03.18 21:17",2443.248046875,4.83964538574219
"1800109600B100","1800109600Y100",SPCC,3.5,0.8,1535,1833,25109.614109525,"03.04.18 16:52","03.04.18 21:27","04.03.18 17:08",2056.39990234375,3.0552978515625
"1800077700B100","1800077700Y100",SPCC,3,0.7,1535,1840,25234.2905453592,"03.04.18 20:13","03.04.18 22:44","04.03.18 20:44",1139.68359375,1.3336181640625
"1800077800B100","1800077800Y100",SPCC,3,0.7,1535,1833,25246.5290862046,"03.04.18 20:37","03.04.18 22:51","04.03.18 20:53",2659.0625,3.48735046386719
"1800076400B100","1800076400Y100",SPCC,3,0.7,1285,1794,19953.3534356119,"03.04.18 14:09","03.04.18 22:53","04.03.18 16:38",1144.57507324219,1.28517150878906
"1800078100B100","1800078100Y100",SPCC,3,0.7,1535,1841,25434.9573440132,"03.04.18 20:47","03.04.18 22:57","04.03.18 21:03",2481.13989257813,4.299560546875
"1800045700B100","1800045700Y100",SPCC,3.5,0.8,1535,1862,21097.2704648386,"21.03.18 13:19","22.03.18 08:04","03.21.18 14:21",0,0
"1800048900B100","1800048900Y100",SPCC,3,0.7,1285,1857,0,"22.03.18 17:43","22.03.18 18:01","03.22.18 18:05",,
"1800054200B100","1800054200Y100",SPCD,3.5,0.8,1285,1866,0,"23.03.18 12:00","23.03.18 14:55","03.23.18 12:31",0,0
"1800048800B1E0","1800048800Y100",SPCC,3.5,0.8,1285,1855,0,"21.03.18 14:43","23.03.18 06:45","03.22.18 17:45",0,0
"1800048800B110","1800048800Y100",SPCC,3.5,0.8,1285,1855,885.75091894084,"21.03.18 14:43","22.03.18 19:55","03.22.18 17:19",0,0
"1800037100B100","1800037100Y100",SPCC,3,0.8,1285,1971,0,"22.03.18 19:36","23.03.18 08:51","03.22.18 20:04",0,0
"1800050400B100","1800050400Y100",SPCC,5,1.2,1285,1804,20109.6888990322,"23.03.18 14:43","23.03.18 16:09","03.23.18 15:08",0,0
"1800056400B100","1800056400Y100",SPCC,5.5,1.66,1285,1767,18852.4746916797,"23.03.18 14:26","23.03.18 16:00","03.23.18 15:01",721.565124511719,0.928070068359375
"1800050200B100","1800060300Y100",SPCC,5,1.2,1285,1813,18104.2638308053,"23.03.18 14:17","23.03.18 15:52","03.23.18 14:56",3707.4013671875,5.68157958984375
"1800054000B120","1800054000Y100",SPCD,3.5,0.8,1285,1866,0,"23.03.18 08:27","23.03.18 14:05","03.23.18 11:33",0,0
"1800050300B100","1800050300Y100",SPCC,5,1.2,1285,1809,0,"23.03.18 14:07","23.03.18 15:42","03.23.18 14:46",0,0
"1800049000B100","1800048800Y100",SPCC,3,0.7,1285,1853,24140.3789209472,"21.03.18 14:54","23.03.18 07:45","03.22.18 18:01",0,0
"1800050500B100","1800050500Y100",SPCC,5,1.2,1285,1816,20257.0667419225,"23.03.18 14:51","23.03.18 16:15","03.23.18 15:30",0,0
"1800049100B100","1800038100Y100",SPCC,3.5,0.8,1285,1859,24009.4308526091,"22.03.18 19:11","23.03.18 08:46","03.22.18 19:47",0,0
"1800105100B100","1800105100Y100",SPCC,5,1.2,1535,1777,23323.9851383288,"05.04.18 18:01","06.04.18 06:09","04.05.18 18:45",1091.85681152344,1.8907470703125
"1800105300B100","1800105300Y100",SPCC,5,1.2,1535,1787,23489.0389934372,"05.04.18 18:39","06.04.18 06:14","04.05.18 19:02",701.7158203125,1.4617919921875
"1800052000B100","1800052000Y100",SPCC,4.5,1,1285,1799,19824.67966315,"24.03.18 07:32","24.03.18 13:00","03.24.18 08:11",0,0
"1800050700B100","1800050700Y100",SPCC,5,1.2,1285,1805,20145.8193775555,"23.03.18 15:29","24.03.18 07:48","03.23.18 17:21",0,0
"1800051900B110","1800051900Y100",SPCC,4.5,1,1285,1800,19217.364433291,"24.03.18 09:20","24.03.18 13:07","03.24.18 09:46",0,0
"1800050100B100","1800050100Y100",SPCC,5,1.2,1285,1811,0,"23.03.18 13:33","23.03.18 15:28","03.23.18 14:12",0,0
"1800105900B100","1800105900Y100",SPCC,5,1.2,1535,1781,23677.3617874424,"05.04.18 18:45","06.04.18 06:18","04.05.18 19:28",0,0
"1800105400B100","1800105400Y100",SPCC,5,1.2,1535,1782,23701.5069086121,"05.04.18 18:51","06.04.18 06:22","04.05.18 19:37",763.285888671875,0.98577880859375
"1800106200B100","1800106200Y100",SPCC,5,1.2,1535,1793,23484.1053190812,"05.04.18 19:24","06.04.18 06:25","04.05.18 19:44",808.256164550781,1.32855224609375
"1800054100B100","1800054000Y100",SPCD,3.5,0.8,1285,1861,21831.211284796,"23.03.18 08:46","23.03.18 14:13","03.23.18 11:48",0,0
"1800058700B100","1800058700Y100",SPCC,4,0.9,1285,1812,0,"23.03.18 11:27","23.03.18 14:21","03.23.18 12:07",0,0
"1800043400B100","1800043400Y100",SPCC,3.5,0.9,1285,1967,24596.0085754513,"23.03.18 08:16","23.03.18 13:14","03.23.18 11:20",25.6687774658203,0
"1800106500B100","1800106500Y100",SPCC,5,1.2,1535,1780,23559.6584676276,"05.04.18 19:32","06.04.18 06:32","04.05.18 19:52",842.367065429688,0.9130859375
"1800054000B110","1800054000Y100",SPCD,3.5,0.8,1285,1866,5172.55491575924,"23.03.18 08:27","23.03.18 13:44","03.23.18 11:24",0,0
"1800060300B100","1800060300Y100",SPCC,4,0.9,1285,1810,0,"23.03.18 12:46","23.03.18 15:15","03.23.18 13:56",0,0
"1800106700B100","1800106700Y100",SPCC,5,1.2,1535,1782,23657.0546284765,"05.04.18 19:37","06.04.18 06:36","04.05.18 19:58",936.994384765625,0.91278076171875
"1800106600B100","1800106600Y100",SPCC,5,1.2,1535,1783,23607.8261353601,"05.04.18 19:48","06.04.18 06:42","04.05.18 20:04",918.308410644531,1.63739013671875
"1800116900B100","1800116900Y100",SPCC,5,1.2,1535,1787,23328.5039790958,"05.04.18 19:54","06.04.18 06:46","04.05.18 20:10",1099.42602539062,1.4036865234375
"1800059300B110","1800051900Y100",SPCC,5.5,1.66,1285,1767,1819.08763050556,"24.03.18 08:04","24.03.18 13:14","03.24.18 10:59",0,0
"1800106800B100","1800106800Y100",SPCC,5,1.2,1535,1782,23584.7702618391,"05.04.18 20:00","06.04.18 06:50","04.05.18 20:56",0,0
"1800107000B100","1800107000Y100",SPCC,5,1.2,1535,1782,23645.7398000233,"05.04.18 20:05","06.04.18 06:54","04.05.18 21:01",1153.47766113281,1.92674255371094
"1800056700B100","1800056700Y100",SPCC,5.5,1.66,1285,1764,18863.8637666937,"23.03.18 17:14","24.03.18 12:46","03.24.18 07:39",0,0
"1800050600B100","1800050600Y100",SPCC,5,1.2,1285,1804,19934.3714117704,"23.03.18 14:58","24.03.18 07:33","03.23.18 17:10",0,0
"1800051800B100","1800051800Y100",SPCC,4.5,1,1285,1799,19873.6395890179,"24.03.18 06:57","24.03.18 12:53","03.24.18 07:56",0,0
"1800056500B120","1800056500Y100",SPCC,5.5,1.66,1285,1764,16294.7108159071,,"24.03.18 12:32","03.24.18 07:33",0,0
"1800056500B110","1800056500Y100",SPCC,5.5,1.66,1285,1764,3233.59380207703,,"24.03.18 12:41","03.24.18 07:27",0,0
"1800059300B120","1800059300Y100",SPCC,5.5,1.66,1285,1767,17035.0549127483,"24.03.18 08:04","24.03.18 13:23","03.24.18 11:09",0,0
"1800059600B100","1800059600Y100",SPCC,5.5,1.66,1285,1760,18917.6501992792,"26.03.18 08:36","26.03.18 11:53","03.26.18 10:27",0,0
"1800057200B100","1800057200Y100",SPCC,2.5,0.5,1285,1831,20476.5484938025,"26.03.18 13:07","26.03.18 19:07","03.26.18 13:37",2279.412109375,0
